TIPO_PRODUTO;NOME_PRODUTO;DATA_FINALIZACAO_PROCESSO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;DATA_VENCIMENTO_REGISTRO;NUMERO_PROCESSO;CLASSE_TERAPEUTICA;EMPRESA_DETENTORA_REGISTRO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
"MEDICAMENTO";"HEMORROIMED";"10/06/1975";"Dinamizado";102660015;"062000";"2599200536075";"PRODUTOS HOMEOPATICOS";"60862208000141 - FARMÁCIA E LABORATÓRIO HOMEOPÁTICO ALMEIDA PRADO LTDA";"Inativo";"polygonum punctatum h.lév, capsicum annum l., aesculus hippocastanum l., nux vômica, ratanhia"
"MEDICAMENTO";"NIMESULIDA";"18/02/2019";"Genérico";105730653;"032026";"25351856225201800";"ANTINFLAMATORIOS";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Inativo";"nimesulida"
"MEDICAMENTO";"VASELINA S&#243;LIDA RIOQU&#237;MICA";"12/05/2015";"BAIXO RISCO";;;;;"55643555000143 - RIOQUIMICA S.A.";"Ativo";
"MEDICAMENTO";"AMINO CAL";"30/03/2001";"Similar";137790003;"032006";"250000207849918";"VITAMINAS E SUPLEMENTOS MINERAIS";"01454607000104 - NOSSA SENHORA APARECIDA IMP. E EXP. COM . LTDA";"Inativo";"cálcio"
"MEDICAMENTO";"BENZAC AC";"26/05/2015";"BAIXO RISCO";;;;;"00317372000146 - GALDERMA BRASIL LTDA";"Ativo";
"MEDICAMENTO";"CLORIDRATO DE RANITIDINA";"26/12/2011";"Genérico";105730411;"122021";"25351748806200909";"ANTIULCEROSOS";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Inativo";"cloridrato de ranitidina"
"MEDICAMENTO";"DIPROBETA";"23/07/1999";"Similar";105770163;"072019";"250000009139914";"GLICOCORTICOIDES SISTEMICOS";"47100862000150 - LABORATIL FARMACEUTICA LTDA";"Inativo";"dipropionato de betametasona, fosfato dissódico de betametasona"
"MEDICAMENTO";"GÁS OXIGÊNIO MEDICINAL MLX";;"Gases Medici";;"052036";"25351092090202645";;"17352435000106 - MLX COMÉRCIO DE GASES LTDA ME";"Ativo";"oxigênio"
"MEDICAMENTO";"GOPTEN";"04/07/2005";;105530317;"052010";"25351051189200562";"ANTI-HIPERTENSIVOS SIMPLES";"56998701000116 - ABBOTT LABORATÓRIOS DO BRASIL LTDA";"Inativo";"trandolapril"
"MEDICAMENTO";"HIPODERMON";"14/05/2012";;155840345;"032027";"25351555596201110";"EMOLIENTES E PROTETORES DA PELE E MUCOSAS";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Inativo";"palmitato de retinol, colecalciferol, óxido de zinco"
"MEDICAMENTO";"KITNOS";"22/10/2004";;102160142;"102016";"25351026061200480";"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS";"46070868003699 - LABORATÓRIOS PFIZER LTDA";"Inativo";"etofamida"
"MEDICAMENTO";"N?O DECLARADO";"03/06/2009";"DINAMIZADO";;;;;"05512481000138 - LABORATORIO LAECCO COSMIATRIA BIOCELULAR LTDA - ME";"Inativo";
"MEDICAMENTO";"NOVOFER";"03/11/2008";"Específico";105730374;"112028";"25351174285200740";"ANTIANEMICOS SIMPLES";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Ativo";"ferrocarbonila"
"MEDICAMENTO";"ÓLEO MINERAL";"14/05/2009";"BAIXO RISCO";;;;;"01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.";"Inativo";
"MEDICAMENTO";"PROPINATO DE CLOBETASOL";"10/01/2003";"Genérico";118610122;"012018";"25351176248200261";"GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.";"64088172000141 - ATIVUS FARMACÊUTICA LTDA";"Inativo";"propionato de clobetasol"
"MEDICAMENTO";"AZITROGRAN";"16/04/1999";"Similar";102350419;"042009";"250000123839831";"ANTIBIOTICOS SISTEMICOS SIMPLES";"57507378000365 - EMS S/A";"Inativo";"azitromicina di-hidratada"
"MEDICAMENTO";"CETOPROFENO 100 MG COMPRIMIDO REVESTIDO";"17/12/2007";"Genérico";113001032;"122012";"25351242421200731";"ANTINFLAMATORIOS ANTIREUMATICOS";"02685377000157 - SANOFI-AVENTIS FARMACÊUTICA LTDA";"Inativo";"cetoprofeno"
"MEDICAMENTO";"CLORANFENICOL";"04/05/1999";"Similar";129250011;"052004";"2501600044497";"ANTIBIOTICOS SISTEMICOS SIMPLES";"07197536000198 - IMPORTEC - IMPORTADORA CEARENSE LIMITADA";"Inativo";
"MEDICAMENTO";"FLORINTESTIL";"13/01/1976";"Dinamizado";102470023;"012011";"2599201306275";"PRODUTOS HOMEOPATICOS-COMPONENTE UNICO";"76440528000143 - HOMEOPATIA WALDEMIRO PEREIRA LABORATORIO INDUSTRIAL FARMACEUTIC";"Inativo";"nectandra amara"
"MEDICAMENTO";"MEDRONATO DISSODICO";"29/07/1999";"Novo";126940004;"072004";"250000097339791";"CONTRASTES RADIOLOGICOS";"47334701000120 - REM INDUSTRIA E COMERCIO LTDA";"Inativo";
"MEDICAMENTO";"N?O DECLARADO";"20/08/2010";"DINAMIZADO";;;;;"05512481000138 - LABORATORIO LAECCO COSMIATRIA BIOCELULAR LTDA - ME";"Ativo";
"MEDICAMENTO";"ÁGUA OXIGENADA 10 VOLUMES CUIDMAIS";"31/03/2025";"BAIXO RISCO";;"032035";;;"21759758000188 - FARMAX S.A.";"Inativo";
"MEDICAMENTO";"AMOXICILINA + ÁCIDO CLAVULÂNICO";"05/08/1996";"Novo";102010047;"102002";"2500100291084";"ANTIBIOTICOS SISTEM -ASSOC  MEDIC  ENTRE ANTINFEC";"33036815000180 - QUIMICA HALLER LTDA";"Inativo";
"MEDICAMENTO";"COMPLEXO B";"04/06/2001";"Similar";100020016;"042005";"2599201511266";"POLIVITAMINICOS SEM MINERAIS";"29322013000169 - LABORATORIO SEDABEL LTDA";"Inativo";"cloridrato de tiamina, cloridrato de piridoxina, riboflavina, nicotinamida, pantotenato de calcio"
"MEDICAMENTO";"HIPOMED";"29/06/2018";"BAIXO RISCO";;"062023";;;"02814497000298 - CIMED INDUSTRIA S.A";"Ativo";
"MEDICAMENTO";"IBUPROFENO";"23/03/2009";"Genérico";167730080;"032019";"25351214969200872";"ANALGESICOS NAO NARCOTICOS";"05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"ibuprofeno"
"MEDICAMENTO";"MUCOCISTEIN";"27/02/2012";;155840289;"092021";"25351541583201115";"EXPECTORANTES BALSAMICOS E MUCOLITICO";"05161069000110 - BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A";"Inativo";"carbocisteína"
"MEDICAMENTO";"PIRAZINON";"06/04/2001";"Similar";107140124;"112009";"2500100475286";"TUBERCULOSTATICOS";"61068755000708 - SANVAL COMERCIO E INDUSTRIA LTDA";"Inativo";"pirazinamida"
"MEDICAMENTO";"PRATIUM";"19/01/2008";"Novo";100930263;"012014";"25351417211200711";"ANALGESICOS NAO NARCOTICOS";"33060740000172 - MANTECORP INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A.";"Inativo";"paracetamol"
"MEDICAMENTO";"TISMO";"13/10/2020";"Fitoterápico";167730656;"102030";"25351737015201996";"ANTINFLAMATORIOS ANTIREUMATICOS";"05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"Ativo";"harpagophytum procumbens dc. ex meissn."
"MEDICAMENTO";"ZYPLO";"25/11/2002";"Similar";102160063;"052007";"250000359799638";"ANTITUSSIGENOS SIMPLES";"46070868003699 - LABORATÓRIOS PFIZER LTDA";"Inativo";"levodropropizina"
"MEDICAMENTO";"CLORIDRATO DE CIPROFLOXACINO";"10/09/2018";"Genérico";141070612;"092028";"25351357750201839";"ANTIBIOTICOS SISTEMICOS SIMPLES";"02501297000102 - PHARLAB INDÚSTRIA FARMACÊUTICA S.A.";"Ativo";"cloridrato de ciprofloxacino "
"MEDICAMENTO";"CLORIDRATO DE METILFENIDATO";"24/08/2020";"Genérico";100431317;"082030";"25351696901201952";"PSICOANALÉPTICOS";"61190096000192 - EUROFARMA LABORATORIOS S.A.";"Ativo";"cloridrato de metilfenidato"
"MEDICAMENTO";"LYMPHOGLOBULINE";"21/08/2000";"Novo";116090007;"022010";"250000030488914";"IMUNOGLOBULINAS";"24040487000102 - SANOFI PASTEUR LTDA";"Inativo";"imunoglobulina"
"MEDICAMENTO";"MOTIRIDONA";"24/05/2010";"Similar";105830687;"052020";"25351303413200850";"ANTIEMETICOS E ANTINAUSEANTES";"45992062000165 - GERMED FARMACEUTICA LTDA";"Inativo";"domperidona"
"MEDICAMENTO";"N?O DECLARADO";"28/01/2010";"DINAMIZADO";;;;;"05512481000138 - LABORATORIO LAECCO COSMIATRIA BIOCELULAR LTDA - ME";"Ativo";
"MEDICAMENTO";"ÓLEO MINERAL 100%";"24/03/2026";"BAIXO RISCO";;"032036";;;"17159229000176 - LABORATORIO TEUTO BRASILEIRO S/A";"Inativo";
"MEDICAMENTO";"PARACETAMOL";"22/06/2015";"Genérico";183260173;"072029";"25351707400201472";"ANALGESICOS NAO NARCOTICOS";"10588595001092 - SANOFI MEDLEY FARMACÊUTICA LTDA.";"Inativo";"paracetamol"
"MEDICAMENTO";"PERMANGANATO DE POTÁSSIO COMPRIMIDO FARMAX";"15/04/2011";"BAIXO RISCO";;;;;"21759758000188 - FARMAX S.A.";"Ativo";
"MEDICAMENTO";"RIOHEX 2%";"23/09/2013";"BAIXO RISCO";;;;;"55643555000143 - RIOQUIMICA S.A.";"Ativo";
"MEDICAMENTO";"CALCITHEO";"12/05/2015";"BAIXO RISCO";;;;;"06597801000162 - THEODORO F SOBRAL & CIA LTDA";"Ativo";
"MEDICAMENTO";"CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA";"16/03/2015";"Genérico";100330177;"032035";"25351340945201304";"ANTI-HIPERTENSIVOS";"61230314000175 - LIBBS FARMACÊUTICA LTDA";"Ativo";"candesartana cilexetila, hidroclorotiazida"
"MEDICAMENTO";"CASTANHA DA ÍNDIA";"19/09/2005";"Fitoterápico";120090024;"092010";"2500001197192";"FITOTERAPICO SIMPLES";"68032192000151 - BIONATUS LABORATÓRIO BOTÂNICO LTDA";"Inativo";"aesculus hippocastanum l."
"MEDICAMENTO";"GLICONATO DE CLOREXIDINA 2% - SOLUÇÃO AQUOSA";"11/07/2019";"BAIXO RISCO";;"072029";;;"39032974000192 - VIC PHARMA INDUSTRIA E COMERCIO LTDA";"Ativo";
"MEDICAMENTO";"MALEATO DE DEXCLORFENIRAMINA";"23/11/2010";"Similar";112090134;"112035";"25351056280200941";"ANTIALERGICOS";"17503475000101 - FUNDAÇÃO EZEQUIEL DIAS - FUNED";"Ativo";"maleato de dexclorfeniramina"
"MEDICAMENTO";"N?O DECLARADO";"22/10/2013";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"N?O DECLARADO";"18/08/2011";"DINAMIZADO";;;;;"05512481000138 - LABORATORIO LAECCO COSMIATRIA BIOCELULAR LTDA - ME";"Ativo";
"MEDICAMENTO";"SECNIDAZOL";"20/01/2005";"Genérico";105830401;"012020";"25351232402200454";"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS";"45992062000165 - GERMED FARMACEUTICA LTDA";"Inativo";"secnidazol"
"MEDICAMENTO";"SIMILASAN-RELAX";"01/03/2021";"DINAMIZADO";;"032031";;;"61129409000369 - OPHTHALMOS LTDA";"Inativo";
"MEDICAMENTO";"AZEUS";"09/03/2026";"Similar";110110003;"122027";"25351232712202501";"ANTIBIOTICOS SISTEMICOS SIMPLES";"59088333000167 - NEWCOM FARMACEUTICA LTDA.";"Ativo";"aztreonam"
"MEDICAMENTO";"CLORIDRATO DE CEFEPIMA";"08/09/2015";"Genérico";103700646;"092035";"25351103184201502";"CEFALOSPORINAS";"17159229000176 - LABORATÓRIO TEUTO BRASILEIRO S/A";"Ativo";"cloridrato de cefepima"
"MEDICAMENTO";"DICOXIBE";"17/06/2019";"Similar";102160268;"042026";"25351190537201911";"ANTINFLAMATORIOS";"46070868003699 - LABORATÓRIOS PFIZER LTDA";"Inativo";"celecoxibe"
"MEDICAMENTO";"DROPTIM";"20/03/2017";"Similar";167730533;"032027";"25351378280201685";"ANTIGLAUCOMATOSOS";"05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"maleato de timolol"
"MEDICAMENTO";"TYFLEN BEBÊ";"28/11/2023";"BAIXO RISCO";;"112033";;;"46179008000320 - BRASTERÁPICA PHARMACEUTICA LTDA";"Inativo";
"MEDICAMENTO";"AKINETON";"11/01/1980";"Novo";101160001;"032012";"2599200119856";"ANTIPARKINSONIANOS";"33258450000138 - KNOLL PRODS QUIMS FARMACEUTICOS LTDA.";"Inativo";"cloridrato de biperideno, lactato de biperideno"
"MEDICAMENTO";"CARISOPRODOL + DICLOFENACO SÓDICO + PARACETAMOL + CAFEÍNA";"08/11/2021";"Genérico";104400225;"112031";"25351732249202161";"RELAXANTES MUSCULARES";"33173097000274 - CELLERA FARMACEUTICA S.A.";"Ativo";"carisoprodol, diclofenaco de sódio, paracetamol, cafeína"
"MEDICAMENTO";"DRAMIN B6 DL";"08/07/1964";"Novo";106390241;"082026";"25351025308200611";"ANTIEMETICOS E ANTINAUSEANTES";"60397775000174 - TAKEDA PHARMA LTDA.";"Inativo";"dimenidrinato, cloridrato de piridoxina, glicose, frutose"
"MEDICAMENTO";"FEXX";"18/02/2019";"Similar";104810147;"022029";"25351354302201883";"ANTI-HISTAMINICOS SISTEMICOS";"48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA";"Ativo";"cloridrato de fexofenadina"
"MEDICAMENTO";"MEGABRAIN";"20/12/1999";"Similar";115570037;"122004";"250000010649971";"POLIVITAMINICOS COM MINERAIS";"08939548000103 - INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A";"Inativo";
"MEDICAMENTO";"ÓLEO DE RÍCINO AUSTEN";"16/08/2012";"BAIXO RISCO";;;;;"04246660000108 - TAUENS FARMACÊUTICA LTDA";"Ativo";
"MEDICAMENTO";"SULTOPRIDA";"21/11/1996";"Novo";127250037;"112001";"2599200341175";"NEUROLEPTICOS";"42180125000190 - SYNTHELABO ESPASIL QUIMICA E FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"TOBRACIN";"05/11/2018";"Similar";102980494;"082036";"25351657030201871";"AMINOGLICOSIDEOS";"44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"Ativo";"tobramicina"
"MEDICAMENTO";"TYLENOL SINUS";"29/04/2019";"Novo";112363427;"022029";"25351030029201985";"PRODUTO P.TERAPIA SINTOMATICA DA GRIPE";"51780468000187 - JANSSEN-CILAG FARMACÊUTICA LTDA";"Inativo";"paracetamol, cloridrato de pseudoefedrina"
"MEDICAMENTO";"CETOCONAZOL";"02/05/2016";"Genérico";104810121;"052026";"25351971483201645";"ANTIMICOTICOS PARA USO TOPICO";"48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA";"Inativo";"cetoconazol"
"MEDICAMENTO";"CLORETO DE SÓDIO 0,9% + GLICOSE 5%";"17/09/2018";"Específico";100630244;"092028";"25351581778201609";"REPOSICAO HIDROELETROLITICA E ALIMENTACAO PARENTERAL";"33258401000103 - INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"glicose anidra, cloreto de sódio"
"MEDICAMENTO";"CLORIDRATO DE TERBINAFINA";"09/06/2008";"Genérico";104920181;"062028";"25351183523200716";"ANTIMICOTICO";"33150764000112 - BIOLAB FARMA GENERICOS LTDA";"Inativo";"cloridrato de terbinafina"
"MEDICAMENTO";"DELTAMETRINA";"21/01/1998";"Similar";104450080;"012003";"250000041729365";"ESCABICIDAS E OUTROS ECTOPARASITICIDAS";"46741922000150 - LABORATORIO SINTERAPICO INDUSTRIAL FTCO LTDA";"Inativo";
"MEDICAMENTO";"MIOSAN CAF";"01/06/2009";"Novo";101180611;"062029";"25351294142200753";"RELAXANTES MUSCULARES";"62462015000129 - APSEN FARMACEUTICA S/A";"Ativo";"cloridrato de ciclobenzaprina, cafeína"
"MEDICAMENTO";"MIRCERA";"29/09/2008";"Biológico";101000654;"092013";"25351495986200639";"OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE";"33009945000123 - PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.";"Inativo";"betaepoetina"
"MEDICAMENTO";"MOEPLAMINA";"19/06/2006";"Similar";102700126;"062011";"250000162929918";"ANTIBIOTICOS SISTEMICOS SIMPLES";"61391769000172 - ARISTON INDS QUIMS FTCAS LTDA";"Inativo";"meropeném tri-hidratado"
"MEDICAMENTO";"N?O DECLARADO";"28/07/2009";"DINAMIZADO";;;;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"ÓLEO MINERAL 100%";"05/04/2018";"BAIXO RISCO";;"042023";;;"17115437000173 - LABORATORIO GLOBO SA";"Inativo";
"MEDICAMENTO";"SIMETICONA + METILBROMETO DE HOMATROPINA";"14/02/2011";"Genérico";167730289;"082025";"25351671293201004";"ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS";"05044984000126 - LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA";"Inativo";"simeticona, metilbrometo de homatropina"
"MEDICAMENTO";"SINVALIP";"19/03/2018";"Similar";102351255;"032028";"25351730721201745";"ANTILIPEMICOS";"57507378000365 - EMS S/A";"Ativo";"sinvastatina"
"MEDICAMENTO";"BI-NERISONA";"17/09/2012";"Novo";170560096;"022028";"25351353243201218";"GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA";"18459628000115 - BAYER S.A.";"Inativo";"valerato de diflucortolona, clorquinaldol"
"MEDICAMENTO";"BROMIDRATO DE GALANTAMINA";"04/05/2015";"Genérico";100330179;"052035";"25351117344201387";"OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO";"61230314000175 - LIBBS FARMACÊUTICA LTDA";"Ativo";"bromidrato de galantamina"
"MEDICAMENTO";"CALMALEVHY";"05/10/2020";"Fitoterápico";104730043;"102030";"25351734937201941";"ANSIOLITICOS SIMPLES";"92762277000170 - VIDORA FARMACÊUTICA LTDA";"Ativo";"passiflora incarnata l."
"MEDICAMENTO";"CLORIDRATO DE IRINOTECANO";"26/02/2020";"Genérico";116370159;"022030";"25351619383201872";"ANTINEOPLASICO";"58430828000160 - BLAU FARMACÊUTICA S.A.";"Ativo";"cloridrato de irinotecano triidratado"
"MEDICAMENTO";"DELTALAX";"21/11/2005";"Similar";104400160;"112010";"25351305018200569";"LAXANTES IRRITANTES OU ESTIMULANTES";"33173097000274 - CELLERA FARMACEUTICA S.A.";"Inativo";"bisacodil"
"MEDICAMENTO";"DIPIRONA SÓDICA";"21/05/2004";"Genérico";112130339;"052019";"25351029439200405";"ANALGESICOS NAO NARCOTICOS";"53162095000106 - BIOSINTÉTICA FARMACÊUTICA LTDA";"Inativo";"dipirona monoidratada"
"MEDICAMENTO";"POLIVITAMINAS E POLIMINERAIS PARA CABELOS E UNHAS";"05/01/2001";"Similar";136310011;"012006";"250000207959934";"VITAMINAS E SUPLEMENTOS MINERAIS";"25104365000197 - TRANSCONTINENTAL TRADING LTDA";"Inativo";"vitamina a, ácido ascórbico, tiamina, riboflavina, niacinamida, colecalciferol, vitamina e, piridoxina, cobalamina, ácido pantotênico, paba, ácido fólico, biotina, fosfato de cálcio, ferro, fósforo, iodo, óxido de magnésio, gluconato de zinco, bitartarato de colina, inositol, selênio, gluconato de manganês, arn, bioflavonóides, rutina, betaína, rose hips"
"MEDICAMENTO";"SCITALAX";"16/05/2016";"Similar";104540181;"052021";"25351412794201596";"ANTIDEPRESSIVOS";"60874187000184 - DAIICHI SANKYO BRASIL FARMACÊUTICA LTDA";"Inativo";"oxalato de escitalopram"
"MEDICAMENTO";"SIMETICONA 40 MG COMPRIMIDOS";"12/11/2024";"BAIXO RISCO";;"112034";;;"10588595000797 - SANOFI MEDLEY FARMACÊUTICA LTDA.";"Inativo";
"MEDICAMENTO";"TEOBRONC";"09/06/1999";"Similar";135310004;"062009";"2502500985999";"BRONCODILATADORES";"00376959000126 - IFAL INDUSTRIA E COMERCIO DE PRODUTOS FARMAC LTDA";"Inativo";"teofilina"
"MEDICAMENTO";"TERRA - CORTRIL";"16/03/1995";"Novo";102160021;"122019";"2599200039155";"ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS";"46070868003699 - LABORATÓRIOS PFIZER LTDA";"Inativo";"cloridrato de oxitetraciclina, hidrocortisona"
"MEDICAMENTO";"ABEDOSEC";"04/06/2001";"Similar";144930008;"052011";"253510299100099";"ANTIULCEROSOS";"01858973000129 - AIRELA INDÚSTRIA FARMACÊUTICA LTDA.";"Inativo";"omeprazol"
"MEDICAMENTO";"ÁGUA PURIFICADA - ÁGUA DEIONIZADA CELESTE";"03/07/2015";"BAIXO RISCO";;;;;"25101874000166 - INDÚSTRIA QUÍMICA CELESTE LTDA";"Inativo";
"MEDICAMENTO";"AZITROMICINA";"04/06/2001";"Similar";122140037;"062006";"250000007649524";"ANTIBIOTICOS SISTEMICOS SIMPLES";"55980684000127 - ADIUM S.A.";"Inativo";"azitromicina di-hidratada"
"MEDICAMENTO";"CALICIDA SOLUCAO LIFAR";"14/05/2021";"BAIXO RISCO";;"052031";;;"60879848000164 - LABORATORIO TAYUYNA LTDA";"Ativo";
"MEDICAMENTO";"CETOCONAL";"30/12/1996";"Similar";103110061;"122006";"250000283139632";"ANTIMICOTICO";"01571702000198 - HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA";"Inativo";"cetoconazol"
"MEDICAMENTO";"CLORIDRATO DE CIPROFLOXACINO";"29/05/2017";"Genérico";109170110;"052027";"25351253298201756";"ANTIBIOTICOS SISTEMICOS SIMPLES";"17875154000120 - MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.";"Inativo";"cloridrato de ciprofloxacino "
"MEDICAMENTO";"FOSTIMON-M";"04/03/2024";"Biológico";187590013;"102027";"25351037444202427";"HORMONIO GONADOTROFICO";"11082598000393 - BESINS HEALTHCARE BRASIL COMERCIAL E DISTRIBUIDORA DE MEDICAMEN";"Ativo";"urofolitropina"
"MEDICAMENTO";"LQFEX CIMETIDINA";"26/11/1996";"Similar";112080009;"112016";"250000279249691";"ANTIACIDOS E ANTIULCEROSOS";"00394452000103 - LABORATÓRIO QUÍMICO FARMACÊUTICO DO EXÉRCITO";"Inativo";"cimetidina"
"MEDICAMENTO";"LUNIPAX";"15/04/2002";"Similar";122050043;"042007";"250000180799761";"ANSIOLITICOS SIMPLES";"39547575000164 - LABORATORIO ENILA IND. E COM. DE PROD. QUIM. E FARMAC. S/A";"Inativo";"flurazepam"
"MEDICAMENTO";"MIRELLE";"27/09/2001";"Novo";100200091;"092011";"253510140540121";"ANTICONCEPCIONAIS";"56990534000167 - UNIAO QUIMICA INTERNACIONAL LTDA";"Inativo";"gestodeno, etinilestradiol"
"MEDICAMENTO";"MYLERAN";"28/06/2000";"Similar";100250065;"042004";"2599200864265";"ANTINEOPLASICO";"33172560000182 - GLAXO WELLCOME S/A";"Inativo";"bussulfano"
"MEDICAMENTO";"NITRATO DE MICONAZOL";"25/05/2000";"Similar";124510007;"052005";"250000283019904";"ANTIMICOTICOS PARA USO TOPICO";"67952606000106 - TOMMUS QUÍMICA FARMACÊUTICA LTDA";"Inativo";
"MEDICAMENTO";"N?O DECLARADO";"10/05/2016";"DINAMIZADO";;"052026";;;"60862208000141 - FARMACIA E LABORATORIO HOMEOPATICO ALMEIDA PRADO LTDA";"Ativo";
"MEDICAMENTO";"ORMIGREIN";"26/10/2001";"Novo";101710028;"112004";"2599200441256";"ANALGESICOS CONTRA ENXAQUECA";"03560974000118 - MERCK SHARP & DOHME FARMACEUTICA LTDA.";"Inativo";"sulfato de atropina, sulfato de hiosciamina, tartarato de ergotamina, cafeína, paracetamol"
"MEDICAMENTO";"SPIDUFEN ORO";"11/05/2026";"Similar";100849960;"052036";"25351220556202528";"ANALGESICOS NAO NARCOTICOS";"61100004000136 - ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.";"Ativo";"ibuprofeno arginina"
"MEDICAMENTO";"LFM- DILTIAZEM";"30/08/1996";"Similar";126250021;"082006";"250000278139620";"ANTI-HIPERTENSIVOS";"00394502007157 - LABORATÓRIO FARMACÊUTICO DA MARINHA";"Inativo";"cloridrato de diltiazem"
"MEDICAMENTO";"OXOTRON";"22/08/2016";"Similar";105730495;"082036";"25351066174201651";"ANTINFLAMATORIOS";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Ativo";"loxoprofeno sódico"
"MEDICAMENTO";"PASIC";"11/09/2003";"Fitoterápico";102980331;"092008";"25351020698200381";"FITOTERAPICO COMPOSTO";"44734671000151 - CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.";"Inativo";"passiflora incarnata, crataegus rhipidophylla gand., salix alba l."
"MEDICAMENTO";"SPEKLIV";"16/02/2017";"BAIXO RISCO";;"022027";;;"06597801000162 - THEODORO F SOBRAL & CIA LTDA";"Ativo";
"MEDICAMENTO";"SULFADIAZINA DE PRATA";"11/03/2002";"Similar";106430003;"032007";"253510309430045";"ANTINFECCIOSOS TOPICOS";"33971880000100 - MEDIC INDL FTCA LTDA";"Inativo";
"MEDICAMENTO";"VASCORD";"26/11/1996";"Similar";104810042;"112006";"250000116739532";"ANTIANGINOSOS E VASODILATADORES";"48113906000149 - 1FARMA INDUSTRIA FARMACEUTICA LTDA";"Inativo";"cloridrato de verapamil"
"MEDICAMENTO";"AMPICILINA BENZATINA";"02/03/1994";"Similar";108290002;"032004";"2501900485393";"PENICILINA G E DERIVADOS (BENZILPENICILINAS)";"10579852000139 - LABORTECNE INDÚSTRIA QUÍMICA E DE EMBALAGEM LTDA";"Inativo";
"MEDICAMENTO";"BRATAQ";"22/02/2016";"Similar";194270047;"022021";"25351228264201444";"ANTIARRITMICOS";"14806008000154 - MOMENTA FARMACÊUTICA LTDA.";"Inativo";"cloridrato de propafenona"
"MEDICAMENTO";"CEFAGON";"10/05/1999";"Similar";109860017;"052004";"250000070959918";"ANTIBIOTICOS SISTEMICOS SIMPLES";"74135922000142 - IBFARMA INDUSTRIA DE BIOTECNOLOGIA FTCA LTDA.";"Inativo";"cefalexina monoidratada, cefalexina sódica"
"MEDICAMENTO";"CEFANAL";"28/06/1996";"Similar";105770130;"062006";"250000174949536";"CEFALOSPORINAS";"47100862000150 - LABORATIL FARMACEUTICA LTDA";"Inativo";"cefalexina, cefalexina monoidratada"
"MEDICAMENTO";"COLIC CALM";"18/02/2021";"DINAMIZADO";;"022031";;;"25773037000183 - PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A";"Ativo";
"MEDICAMENTO";"DICLOFENACO SÓDICO";"06/03/2019";"Genérico";105730684;"022027";"25351861656201880";"ANTINFLAMATORIOS";"60659463002992 - ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A";"Inativo";"diclofenaco dietilamônio, diclofenaco sódico, diclofenaco ácido"
