7898000000269	ROCEFIN	J01D CEFALOSPORINAS	ROCHE
7898000000270	COMTAN	N04A ANTIPARKINSONIANOS	NOVARTIS
7898000000271	DIPRIN	N02B NAO NARCOTICOS ANTIPIRETICOS	GEOLAB
7898000000272	LACTOLINEA	A06A DROGAS PARA A CONSTIPACAO	CIMED
7898000000273	DIAZEPAM GER	N05B HIPNOTICOS SEDATIVOS	EMS PHARMA
7898000000274	CORUS ACH	C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000275	OFOLIFLEX	A12A CALCIO	AIRELA PHARMACEUTICA
7898000000276	NEO GENTAMICIN NEO	J01K AMINOGLICOSIDEOS	HYPERA PHARMA
7898000000277	HEMITARTARATO DE ZOLPIDEM GER	N05B HIPNOTICOS SEDATIVOS	EMS PHARMA
7898000000278	ALIVETORE ABB	M01A ANTI REUMATICOS SEM ESTEROIDES	ABBOTT
7898000000279	ALGI-BUTAZOLON	M03B RELAXANTES MUSCULARES ACAO CENTRAL	DOVALLE
7898000000280	ESTOMANOL VTM	A02A ANTIACIDOS ANTIFISETICOS	VITAMED
7898000000281	MONOCORDIL	C01E NITRITOS E NITRATOS	BALDACCI
7898000000282	ECASIL BIO	B01C INIBIDORES DA AGREGACAO PLAQUETARIA	BIOLAB
7898000000283	COMBIGAN	S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA	ALLERGAN
7898000000284	TRIAXIN MOM	J01D CEFALOSPORINAS	MOMENTA FARMA
7898000000285	RHENUKS	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	RHENUKS
7898000000286	GLYXAMBI BOE	A10P INIBIDORES DE ANTIDIABETICOS DE SGLT2	BOEHRINGER INGELHEIM
7898000000287	MEBENDAZOL BEL	P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS	BELFAR
7898000000288	VIRINEO	G04E PRODUTOS PARA DISFUNCAO ERETIL	HYPERA PHARMA
7898000000289	HALDOL	N05A ANTIPSICOTICOS	KENVUE
7898000000290	HIOSPAN	A03D ASSOCIACOES COM ANALGESICOS	TEUTO
7898000000291	BELPELE	D10A PREPARACOES ANTIACNE TOPICOS	FARMOQUIMICA
7898000000292	DESTILBENOL APS	L02A HORMONIOS CITOSTATICOS	APSEN
7898000000293	BONVIVA	M05B REGULADORES DO CALCIO OSSEO	CELLERA FARMA
7898000000294	DIAZEPAM NVQ	N05C TRANQUILIZANTES	EMS PHARMA
7898000000295	MOBILITY ACTION	A12C OUTROS SUPLEMENTOS MINERAIS	OPELLA
7898000000296	CONDROLESS MET	A12C OUTROS SUPLEMENTOS MINERAIS	METALAB
7898000000297	GLAMIGAN	S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA	EMS PHARMA
7898000000298	CYSTEX	G04A ANTISSEPTICOS E ANTINFECCIOSOS URINARIOS	EMS PHARMA
7898000000299	NAPILLUS NAP	R02A PREPARACOES PARA GARGANTA	NAPILLUS INDUSTRIA
7898000000300	SATYA STY	R02A PREPARACOES PARA GARGANTA	SATYA
7898000000301	RITALINA NOV	N06B PSICOESTIMULANTES	NOVARTIS
7898000000302	ABOVE	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	BASTON DO BRASIL PROD.QUIMICO
7898000000303	MUWIZ	R05C EXPECTORANTES	OUTRO FABRICANTE
7898000000304	SUAVICID	D07B ASSOCIACOES DE CORTICOIDES	EMS PHARMA
7898000000305	GLYQUIN BAU	D11A OUTRAS PREPARACOES DERMATOLOGICAS INCL XAMPUS MED	BAUSCH LOMB
7898000000306	SOFTDERM ELO	D05A PRODUTOS ANTIPSORIASE TOPICOS	ELOFAR
7898000000307	BENZODERM	P03A ECTOPARASITICIDAS INCL ESCAB	PHARMASCIENCE
7898000000308	SUPRASPECTOR ASS	R05C EXPECTORANTES	ASSIFARMA
7898000000309	CALTRATE D PFI	A12A CALCIO	PFIZER
7898000000310	JAQUE EMS	D10B PREPARACOES ANTIACNE ORAIS	EMS PHARMA
7898000000311	VARICOSS CIF	C05C TERAPIA VARICOSA SISTEMICA	CIFARMA
7898000000312	CORTICORTEN NEO	H02A CORTICOSTEROIDES PUROS	HYPERA PHARMA
7898000000313	MULTILAB MUL	C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS	EMS PHARMA
7898000000314	CLOR DE RALOXIFENO BVR	G03J MODULAD SELETIVOS DOS RECEPT DO ESTROGENIO	GRUPO BLANVER
7898000000315	LUBRINAT	G02X OTROS PRODUTOS GINECOLOGICOS	HYPERA PHARMA
7898000000316	SIMETICONA ACH	A02A ANTIACIDOS ANTIFISETICOS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000317	GENGIMIN	A04A ANTIEMETICOS E ANTINAUSEOSOS	FARMOQUIMICA
7898000000318	BESILATO DE LEVANLODIPINO BIO	C08A ANTAGONISTAS DO CALCIO PUROS	BIOLAB
7898000000319	VIGORA	A12C OUTROS SUPLEMENTOS MINERAIS	PRATI DONADUZZI
7898000000320	KTRIZ	D03A AGENTES CURATIVOS FERIDAS	SUPERA
7898000000321	MICRODIOL	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	SCHERING PLOUGH
7898000000322	LACTUGAN	A06A DROGAS PARA A CONSTIPACAO	LABOGAN
7898000000323	BENZOILMETRONID	P01A AMEBICIDAS	HYPERA PHARMA
7898000000324	VITAMEDIC VMD	H02A CORTICOSTEROIDES PUROS	VITAMEDIC
7898000000325	CLOFEN CIM	M01A ANTI REUMATICOS SEM ESTEROIDES	CIMED
7898000000326	CLOR DE FEXOFENADINA NEO	R06A ANTIHISTAMINICOS SISTEMICOS	HYPERA PHARMA
7898000000327	CARBOCISTEINA XAROPE NEO	R05C EXPECTORANTES	HYPERA PHARMA
7898000000328	ALGESTONA ACETOFENIDA ENANTATO DE ESTRADIOL GER	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	EMS PHARMA
7898000000329	CIPROFLONAX TEU	J01G FLUOROQUINOLONAS	TEUTO
7898000000330	QUEIMAVIT	D03A AGENTES CURATIVOS FERIDAS	VITAMEDIC
7898000000331	MINIMA	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	MEDLEY
7898000000332	SUL DE HIDROXICLOROQUINA GER	M01C ANTIREUMATICOS ESPECIFICOS	EMS PHARMA
7898000000333	CICLOPIROX OLAMINA GLO	D01A ANTIMICOTICOS DERMATOLOGICOS	LABORATORIO GLOBO
7898000000334	RIVAROXABANA NEO	B01F INIBIDOR DIRETO DO FATOR XA	HYPERA PHARMA
7898000000335	REGRESSA ACH	N07D PRODUTOS ANTI ALZHEIMER	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000336	MOTIRIDONA	A03F GASTROPROCINETICOS	EMS PHARMA
7898000000337	SULFADIAZINA PRD	J01G FLUOROQUINOLONAS	PRATI DONADUZZI
7898000000338	HEALTHLABS HEL	A12C OUTROS SUPLEMENTOS MINERAIS	HEALTH LABS
7898000000339	CLAVULIN GSK	J01C PENICILINAS DE AMPLO ESPECTRO	GSK
7898000000340	PENTASA	A07E PRODUTOS PARA DOENCA INFLAMATORIA INTESTINAL	FERRING
7898000000341	PEN VE ORAL SPR	J01H PENICILINAS DE PEQUENO E MEDIO ESPECTRO	SUPERA
7898000000342	CATAFLAMPRO	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	NOVARTIS
7898000000343	AIRES	R05C EXPECTORANTES	EUROFARMA
7898000000344	AD TIL HYP	A11C VITAMINA A D INCLUINDO ASSOCIACOES DAS DUAS	HYPERA PHARMA
7898000000345	SPRYCEL	L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE	MCD MIAMI COSMETIC
7898000000346	BOSPULMO SUN	C02A ANTIHIPERTENSIVOS NAO HERBACEOS PUROS	SUN PHARMA
7898000000347	ONCIPEL	D07B ASSOCIACOES DE CORTICOIDES	BELFAR
7898000000348	CETIVA MAN	A11B POLIVITAMINICOS PUROS	HYPERA PHARMA
7898000000349	LUBIP	N06A A DEPRESSIVOS E REGUL DE HUMOR	TORRENT
7898000000350	COMPLEXO A ALM	A06A DROGAS PARA A CONSTIPACAO	ALMEIDA PRADO
7898000000351	DELTACID SVY	P03A ECTOPARASITICIDAS INCL ESCAB	SOLVAY FARMA
7898000000352	ALGICOD	N02A ANALGESICOS NARCOTICOS	MOMENTA FARMA
7898000000353	DOZOITO BIO	C07A AGENTES BETA BLOQUEADORES PUROS	BIOLAB
7898000000354	DEPAKOTE ER	N03A ANTICONVULSIVANTES	ABBOTT
7898000000355	FENERGAN (OPE)	R06A ANTIHISTAMINICOS SISTEMICOS	OPELLA
7898000000356	NIENZA	C07A AGENTES BETA BLOQUEADORES PUROS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000357	DISFORARTRO	A12C OUTROS SUPLEMENTOS MINERAIS	BIOLAB
7898000000358	PROVANCE IMUNE ACH	A07F MICROORGANISMOS ANTIDIARREICOS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000359	GABAPENTINA EUR	N02D PROD GABAPENTINOIDES	EUROFARMA
7898000000360	ECOFILM	S01X OUTROS OFTALMOLOGICOS	CRISTALIA
7898000000361	PARASIN	P01B ANTIHELMINTICOS EXCETO OS ESQUISTOSOMICIDAS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000362	LIDOCAINA EMS	N01B ANESTESICOS LOCAIS EXCLUINDO DERMATOLOGICOS	EMS PHARMA
7898000000363	CATAFLAMPRO NOV	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	NOVARTIS
7898000000364	ASMAPEN NEO	R03B XANTINAS	HYPERA PHARMA
7898000000365	HEMIFUMARATO DE BISOPROLOL NVQ	C07A AGENTES BETA BLOQUEADORES PUROS	EMS PHARMA
7898000000366	METADOXIL BAL	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	BALDACCI
7898000000367	SYNTHROID ABB	H03A PREPARADOS DE TIREOIDE	ABBOTT
7898000000368	PROPOLIS VERDE	R02A PREPARACOES PARA GARGANTA	BALDONI AGROINDUSTRIA LTDA
7898000000369	OCTIFEN UNI	S01G PREPARADOS PARA O TRATAMENTO DE CONJUNTIVITES NAO	UNIAO QUIMICA
7898000000370	LINAGLIPTINA HYP	A10N INIBIDOR DPP IV	HYPERA PHARMA
7898000000371	NIMEGON MET SPR	A10N INIBIDOR DPP IV	SUPERA
7898000000372	CASTANHADAINDIA	C05C TERAPIA VARICOSA SISTEMICA	LABORATORIO GLOBO
7898000000373	OSTEOFIX D	A12A CALCIO	NATULAB
7898000000374	CITALOPRAM EMS	N06A A DEPRESSIVOS E REGUL DE HUMOR	EMS PHARMA
7898000000375	OMEPRAMIX	A02B ANTIULCEROSOS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000376	NOSKOTE	D02A EMOLIENTES E PROTETORES	HYPERA PHARMA
7898000000377	AFINITOR	L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE	NOVARTIS
7898000000378	MAL DEXCLO BETA XAROPE	H02B ASSOCIACOES CORTICOSTEROIDES SISTEMICOS	EMS PHARMA
7898000000379	CLOR DE TRAZODONA NEO	N06A A DEPRESSIVOS E REGUL DE HUMOR	HYPERA PHARMA
7898000000380	RISPERDAL	N05A ANTIPSICOTICOS	KENVUE
7898000000381	ACEBROFILINA GER	R05C EXPECTORANTES	EMS PHARMA
7898000000382	CIPRO	J01G FLUOROQUINOLONAS	BAYER
7898000000383	CLOR DE LOPERAMIDA PHA	A07H INIBIDORES DA MOTILIDADE	PHARLAB
7898000000384	CETOCONAZOL EMS	D01A ANTIMICOTICOS DERMATOLOGICOS	EMS PHARMA
7898000000385	MONTELUCASTE TEU	R03J ANTI ASMATICOS ANTAGONISTAS DE LEUCOTRIENE	TEUTO
7898000000386	SABRIL SNF	N03A ANTICONVULSIVANTES	SANOFI FARMACEUTICA
7898000000387	CAMOMILA CAT	A02X OUTROS PRODUTOS PARA DESORDENS DO ESTOMAGO	CATARINENSE PHARMA
7898000000388	PIOSAN BEL	P03A ECTOPARASITICIDAS INCL ESCAB	BELFAR
7898000000389	ASPMOL BAY	N02B NAO NARCOTICOS ANTIPIRETICOS	BAYER
7898000000390	GABAPENTINA EMS	N02D PROD GABAPENTINOIDES	EMS PHARMA
7898000000391	TOBRADEX ALC	S01C COMBINACOES DE ANTI INFLAMATORIOS OFTALMICOS E ANT	ALCON
7898000000392	OKOTICO	N05A ANTIPSICOTICOS	SUPERA
7898000000393	OSS-FOR	A12A CALCIO	CIFARMA
7898000000394	PIMEL	R02A PREPARACOES PARA GARGANTA	PIMEL
7898000000395	NANOPROPOLIS APV	R02A PREPARACOES PARA GARGANTA	APIS VIDA
7898000000396	BROMETO DE IPRATROPIO PRD	R03K ANTICOLINERGICOS SIMPLES	PRATI DONADUZZI
7898000000397	ZOLTEC	J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF	PFIZER
7898000000398	AROPAX	N06A A DEPRESSIVOS E REGUL DE HUMOR	GSK
7898000000399	DORILEN	N02B NAO NARCOTICOS ANTIPIRETICOS	EMS PHARMA
7898000000400	COLIC CALM MRJ	A02A ANTIACIDOS ANTIFISETICOS	MRJ FARMA
7898000000401	ESOMEPRAZOL NVQ	A02B ANTIULCEROSOS	EMS PHARMA
7898000000402	ANADOR (OPE)	N02B NAO NARCOTICOS ANTIPIRETICOS	OPELLA
7898000000403	BIOVICERIN	A07F MICROORGANISMOS ANTIDIARREICOS	GEYER MEDICAMENTOS
7898000000404	NOINTOX	A07B ADSORBENTES INTESTINALES ANTIDIARREICOS	CIFARMA
7898000000405	MELOXICAM MED	M01A ANTI REUMATICOS SEM ESTEROIDES	MEDLEY
7898000000406	POLARYN TEU	R06A ANTIHISTAMINICOS SISTEMICOS	TEUTO
7898000000407	ALGI TANDERIL	M03B RELAXANTES MUSCULARES ACAO CENTRAL	GLENMARK
7898000000408	ATENOLAB MUL	C07A AGENTES BETA BLOQUEADORES PUROS	EMS PHARMA
7898000000409	MARESIS PROTECT	R01A PREPARACOES NASAIS TOPICAS	FARMOQUIMICA
7898000000410	GABA ER	N03A ANTICONVULSIVANTES	EUROFARMA
7898000000411	RIXIMYO	L01G ANTICORPOS MONOCLONAIS ANTINEOPLASICOS	SANDOZ
7898000000412	NITRA MICONAZOL NEO	G01A TRICOMONICIDAS	HYPERA PHARMA
7898000000413	RIFOCINA SNF	D06A ANTIBACTERIANOS TOPICOS	SANOFI FARMACEUTICA
7898000000414	NOVO NORDISK	A10C INSULINAS HUMANAS E ANALOGAS	NOVO NORDISK
7898000000415	CORTIDEX PHA	D07A CORTICOIDES TOPICOS PUROS	PHARLAB
7898000000416	TRIAZOL	J02A AGENTES ANTIMICOTICOS SISTEMICOS EXCLUINDO GRISEOF	BIOLAB
7898000000417	ESOP	A02B ANTIULCEROSOS	EMS PHARMA
7898000000418	MELOXICAM PHA	M01A ANTI REUMATICOS SEM ESTEROIDES	PHARLAB
7898000000419	NOOTROPIL SNF	N06D NOOTROPICOS	SANOFI FARMACEUTICA
7898000000420	OTO XILODASE APS	S02A ANTINFECCIOSOS OTOLOGICOS	APSEN
7898000000421	VOEXTOR LIB	N06A A DEPRESSIVOS E REGUL DE HUMOR	LIBBS FARMACEUTICA
7898000000422	NOINTOX CIF	A07B ADSORBENTES INTESTINALES ANTIDIARREICOS	CIFARMA
7898000000423	DORFEBRIL NEO	N02B NAO NARCOTICOS ANTIPIRETICOS	HYPERA PHARMA
7898000000424	TYKERB NOV	L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE	NOVARTIS
7898000000425	OMCILON-A ASP	A01A ESTOMATOLOGICOS	ASPEN
7898000000426	ECOFITUS ECF	A06A DROGAS PARA A CONSTIPACAO	ECOFITUS
7898000000427	PLENANCE EZE	C10C REGUL DE LIPIDEOS EM COMB C OUT LIPIDOS REGUL	LIBBS FARMACEUTICA
7898000000428	CRONOCOR	C07A AGENTES BETA BLOQUEADORES PUROS	BIOLAB
7898000000429	MECICLIN	J01A TETRACICLINAS E ASSOCIACOES	EMS PHARMA
7898000000430	CELOCORT	D07B ASSOCIACOES DE CORTICOIDES	EMS PHARMA
7898000000431	LEVONORGESTREL TEU	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	TEUTO
7898000000432	CANDESARTANA BIS	C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS	BIOSINTETICA
7898000000433	XIFAXAN BIO	A07A ANTI INFECCIOSOS INTESTINAIS	BIOLAB
7898000000434	MANITOL EQP	K01F SOLUCOES PARA TERAPIA OSMOTICA	EQUIPLEX
7898000000435	FLUXOLIV	C05C TERAPIA VARICOSA SISTEMICA	AIRELA PHARMACEUTICA
7898000000436	AZITROMED	J01F MACROLIDEOS E SIMILARES	MEDQUIMICA
7898000000437	TELMISARTANA TOR	N06A A DEPRESSIVOS E REGUL DE HUMOR	TORRENT
7898000000438	DISP H	C05C TERAPIA VARICOSA SISTEMICA	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000439	LORATADINA EMS	R06A ANTIHISTAMINICOS SISTEMICOS	EMS PHARMA
7898000000440	AZITROMICINA MDQ	J01F MACROLIDEOS E SIMILARES	MEDQUIMICA
7898000000441	DEPAKOTE	N03A ANTICONVULSIVANTES	ABBOTT
7898000000442	TAVAGRAN EMS	J01G FLUOROQUINOLONAS	EMS PHARMA
7898000000443	FLEDOID	C05B TERAPIA VARICOSA TOPICA	FARMOQUIMICA
7898000000444	CANDITRAT TEU	A01B ANTIFUNGICOS ORAIS TOPICOS	TEUTO
7898000000445	CLAMVIT	A12C OUTROS SUPLEMENTOS MINERAIS	DROGA CATARINENSE
7898000000446	VENLIFT OD	N06A A DEPRESSIVOS E REGUL DE HUMOR	TORRENT
7898000000447	SOGROYA NND	H04C HORMONIOS DO CRESCIMENTO	NOVO NORDISK
7898000000448	SUPRACORP	A06A DROGAS PARA A CONSTIPACAO	CATARINENSE PHARMA
7898000000449	HISTADIN	R01B DESCONGESTIONANTES NASAIS SISTEMICOS	UNIAO QUIMICA
7898000000450	CETONEO NEO	D01A ANTIMICOTICOS DERMATOLOGICOS	HYPERA PHARMA
7898000000451	DROPROPIZINA ACH	R05D ANTITUSSIGENOS	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000452	CENEVIT	A11G VITAMINA C INCLUSIVE ASSOCIADA A MINERAIS	EMS PHARMA
7898000000453	MIRENA BAY	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	BAYER
7898000000454	DESONIDA EMS	D07A CORTICOIDES TOPICOS PUROS	EMS PHARMA
7898000000455	ZYTIGA JNS	L02B ANTAGONISTAS DE HORMONIOS CITOSTATICOS	JANSSEN
7898000000456	LACLIZE AIR	A07F MICROORGANISMOS ANTIDIARREICOS	AIRELA PHARMACEUTICA
7898000000457	NATUNECTAR NNC	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	NATUNECTAR
7898000000458	CLOR DE AMBROXOL XAROPE GLO	R05C EXPECTORANTES	LABORATORIO GLOBO
7898000000459	TARFIC	D05X OUTROS PRODUTOS N/CORTICOIDES P DISTURB INFLAM	LIBBS FARMACEUTICA
7898000000460	DEXCLORFENIRAMINA	R06A ANTIHISTAMINICOS SISTEMICOS	CIMED
7898000000461	WEZENLA AMG	L04C INIBIDORES DE INTERLEUCINA	AMGEN
7898000000462	VAGI C	G02X OTROS PRODUTOS GINECOLOGICOS	MARJAN FARMA
7898000000463	LOSARTANA HIDROCLOROTIAZIDA BIO	C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS	BIOLAB
7898000000464	NUTRILIFE	H04X OUTRAS HORMONIOS E PREPARACAO COM ACOES SIMILARES	NUTRI LIFE SUPLEMENTOS ALIMENTARES E PRODUTOS NATURAIS
7898000000465	LAMOTRIGINA EUR	N03A ANTICONVULSIVANTES	EUROFARMA
7898000000466	GLIBENCLAMIDA MED	A10H SULFONILOUREIA A DIABETICOS	MEDLEY
7898000000467	LINHOLEV LIL	A12C OUTROS SUPLEMENTOS MINERAIS	LINHO LEV
7898000000468	CONCENTRIX LEG	N05B HIPNOTICOS SEDATIVOS	EMS PHARMA
7898000000469	HEMOPROCT BEL	C05A ANTIHEMORROIDARIOS TOPICOS	BELFAR
7898000000470	FORGAS UNI	A02A ANTIACIDOS ANTIFISETICOS	UNIAO QUIMICA
7898000000471	BIDRILAC	A07F MICROORGANISMOS ANTIDIARREICOS	MEGALABS
7898000000472	HISCONGEX	R01B DESCONGESTIONANTES NASAIS SISTEMICOS	HYPERA PHARMA
7898000000473	AGAFARMA	N02B NAO NARCOTICOS ANTIPIRETICOS	AGAFARMA
7898000000474	GLARGILIN BBF	A10C INSULINAS HUMANAS E ANALOGAS	BIOBRAS FARMA
7898000000475	PICOPREP FER	A06B LIMPIADORES INTESTINALES	FERRING
7898000000476	METFORMINA ACR	A10J BIGUANIDA A DIABETICOS	ACCORD FARMACEUTICA
7898000000477	MAL TRIMEBUTINA	A03A ANTIESPASMODICOS E ANTICOLINERGICOS PUROS	EUROFARMA
7898000000478	UNIFLU UNI	J05B OUTROS ANTIVIRAIS	UNIAO QUIMICA
7898000000479	AEROLIN	R03A AGONISTAS BETA 2	GSK
7898000000480	ISORDIL EMS	C01E NITRITOS E NITRATOS	EMS PHARMA
7898000000481	GELOL	M02A ANTIREUMATICOS TOPICOS COM ANALGESICOS	HYPERA PHARMA
7898000000482	OFLOX	S01A ANTINFECCIOSOS	ALLERGAN
7898000000483	SARRA SUN	L01H ANTINEOPLASICOS INIBIDORES DA PROTEINA QUINASE	SUN PHARMA
7898000000484	FIBER MAIS	A06A DROGAS PARA A CONSTIPACAO	NESTLE CIA
7898000000485	NOVOCILIN	J01C PENICILINAS DE AMPLO ESPECTRO	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000486	ATENOLOL GER	C07A AGENTES BETA BLOQUEADORES PUROS	EMS PHARMA
7898000000487	BY SAMIA	M03B RELAXANTES MUSCULARES ACAO CENTRAL	KOKE PARTNERS
7898000000488	DICLOFENACO PRD	D10A PREPARACOES ANTIACNE TOPICOS	PRATI DONADUZZI
7898000000489	BRIXAG	S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA	EMS PHARMA
7898000000490	BENZETACIL ABB	J01H PENICILINAS DE PEQUENO E MEDIO ESPECTRO	ABBOTT
7898000000491	EMSEXPECTOR EMS	R05C EXPECTORANTES	EMS PHARMA
7898000000492	EPITHELIZE	S01X OUTROS OFTALMOLOGICOS	CRISTALIA
7898000000493	AMOXICILINA CLAVULANATO PRD	J01C PENICILINAS DE AMPLO ESPECTRO	PRATI DONADUZZI
7898000000494	CLOR DE TICLOPIDINA BIO	B01C INIBIDORES DA AGREGACAO PLAQUETARIA	BIOLAB
7898000000495	ENZYFOR	A09A DIGESTIVOS INCLUIDO ENZIMAS	VITAFOR
7898000000496	CARVEDILOL NEO	C07A AGENTES BETA BLOQUEADORES PUROS	HYPERA PHARMA
7898000000497	LIPISTAT EMS	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	EMS PHARMA
7898000000498	TG	A10S AGONISTAS GLP 1	OUTRO FABRICANTE
7898000000499	EBASTEL	R06A ANTIHISTAMINICOS SISTEMICOS	EUROFARMA
7898000000500	LASANDAY LA LSD	R05C EXPECTORANTES	LA SAN DAY
7898000000501	CIPIDE ACH	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000502	XANTCLER LAP	A05B PRODUTOS PARA DOENCAS DO FIGADO HEPATOPROTETORES	LAPON
7898000000503	NUTRATA	A12C OUTROS SUPLEMENTOS MINERAIS	NUTRATA
7898000000504	PREDSIGMA NVQ	H02A CORTICOSTEROIDES PUROS	EMS PHARMA
7898000000505	NEOMISTATIN	G01B ANTIMICOTICOS GINECOLOGICOS	HYPERA PHARMA
7898000000506	ULTIBRO NOV	R03L ANTICOLINERGICOS COM AGONISTAS B2	NOVARTIS
7898000000507	GAMAX HEB	G03X OUT HORMONIOS SEXUAIS E PRODS SIMILARES	HEBRON
7898000000508	BETES EUR	A10H SULFONILOUREIA A DIABETICOS	EUROFARMA
7898000000509	ESTALIS	G03F ASSOCIACOES DE ESTROGENOS E PROGESTOGENOS EXCETO G	NOVARTIS
7898000000510	ARTAG	B01C INIBIDORES DA AGREGACAO PLAQUETARIA	LIBBS FARMACEUTICA
7898000000511	TRAMADON	N02A ANALGESICOS NARCOTICOS	CRISTALIA
7898000000512	CLOR DE TRAZODONA ZYD	N06A A DEPRESSIVOS E REGUL DE HUMOR	ZYDUS BRASIL
7898000000513	LITEE CALCIO	A12A CALCIO	LITEE FARMA
7898000000514	ZYVALPREX ZYD	N03A ANTICONVULSIVANTES	ZYDUS BRASIL
7898000000515	ENO	A02A ANTIACIDOS ANTIFISETICOS	HALEON
7898000000516	ADV	A06A DROGAS PARA A CONSTIPACAO	ADV
7898000000517	XALANOFT GBI	S01E MIOTICOS E PRAPARADOS ANTIGLAUCOMA	GEOLAB
7898000000518	BETAMETASONA UNI	H02A CORTICOSTEROIDES PUROS	UNIAO QUIMICA
7898000000519	EFEXOR VIA	N06A A DEPRESSIVOS E REGUL DE HUMOR	VIATRIS
7898000000520	BENLYSTA GSK	L04X OUTROS IMUNOSSUPRESORES	GSK
7898000000521	RISEDRONATO SODICO EMS	M05B REGULADORES DO CALCIO OSSEO	EMS PHARMA
7898000000522	DEXAMETASONA GEO	D07A CORTICOIDES TOPICOS PUROS	GEOLAB
7898000000523	ATORVASTATINA 1FA	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	1FARMA
7898000000524	EMGALITY ELI	N02C CONTRA ENXAQUECA	ELI LILLY
7898000000525	CANDESARTANA CIL HIDROCLOROTIAZIDA SDZ	C09D ANTAGONISTAS DE LA ANGIOTENSINA II COMBINADOS	SANDOZ
7898000000526	MENOCOL	C10A PREPARADOS PARA REGULACAO COLESTEROL E TRIGLICERID	EMS PHARMA
7898000000527	ACIDO URSODESOXICOLICO	A05A PRODUTOS PARA DISTURBIOS DO TRATO BILIAR	BIOLAB
7898000000528	VERTIGIUM	N07C OUTROS MEDICAMENTOS ANTIVERTIGINOSOS	HYPERA PHARMA
7898000000529	PHARMASCIENCE	A07H INIBIDORES DA MOTILIDADE	PHARMASCIENCE
7898000000530	LIBERFEM	G03A CONTRACEPTIVOS HORMONAIS SISTEMICOS	ADIUM
7898000000531	ENDOFER BIO	B03A HEMATINICOS FERRO E TODAS AS ASSOCIACOES	BIOLAB
7898000000532	SANDIMMUN	L04X OUTROS IMUNOSSUPRESORES	NOVARTIS
7898000000533	CARVEDILOL CIM	C07A AGENTES BETA BLOQUEADORES PUROS	CIMED
7898000000534	ANASTROLIBBS	L02B ANTAGONISTAS DE HORMONIOS CITOSTATICOS	EMS PHARMA
7898000000535	ONDANSETRONA PRD	A04A ANTIEMETICOS E ANTINAUSEOSOS	PRATI DONADUZZI
7898000000536	VALSARTANA EUR	C09C ANTAGONISTAS DE LA ANGIOTENSINA II PUROS	EUROFARMA
7898000000537	DIPR BETAMETASONA FOSF DIS BETAMETASONA EUR	D07A CORTICOIDES TOPICOS PUROS	EUROFARMA
7898000000538	BRONQUITOSS LEG	R05C EXPECTORANTES	EMS PHARMA
7898000000539	VERTIX ACH	C04A VASOTERAPIA CEREBRAL E PERIFERICA	ACHE LABORATORIOS FARMACEUTICOS SA
7898000000540	ELATIUM	N07D PRODUTOS ANTI ALZHEIMER	PRATI DONADUZZI
7898000000541	APISFLORA AFL	R02A PREPARACOES PARA GARGANTA	APIS FLORA
