barcode;descriptions
7898000000423;"{""DORFEBRIL 10MG 30 COMP NEO""}"
7898000000424;"{""TYKERB 10MG 30 COMP NOV""}"
7898000000425;"{""OMCILON-A 10MG 30 COMP ASP""}"
7898000000426;"{""ECOFITUS 10MG 30 COMP ECF""}"
7898000000427;"{""PLENANCE 10MG 30 COMP EZE""}"
7898000000428;"{""CRONOCOR 10MG 30 COMP ""}"
7898000000429;"{""MECICLIN 10MG 30 COMP ""}"
7898000000430;"{""CELOCORT 10MG 30 COMP ""}"
7898000000431;"{""LEVONORGESTREL 10MG 30 COMP TEU""}"
7898000000432;"{""CANDESARTANA 10MG 30 COMP BIS""}"
7898000000433;"{""XIFAXAN 10MG 30 COMP BIO""}"
7898000000434;"{""MANITOL 10MG 30 COMP EQP""}"
7898000000435;"{""FLUXOLIV 10MG 30 COMP ""}"
7898000000436;"{""AZITROMED 10MG 30 COMP ""}"
7898000000437;"{""TELMISARTANA 10MG 30 COMP TOR""}"
7898000000438;"{""DISP H 10MG 30 COMP ""}"
7898000000439;"{""LORATADINA 10MG 30 COMP EMS""}"
7898000000440;"{""AZITROMICINA 10MG 30 COMP MDQ""}"
7898000000441;"{""DEPAKOTE 10MG 30 COMP ""}"
7898000000442;"{""TAVAGRAN 10MG 30 COMP EMS""}"
7898000000443;"{""FLEDOID 10MG 30 COMP ""}"
7898000000444;"{""CANDITRAT 10MG 30 COMP TEU""}"
7898000000445;"{""CLAMVIT 10MG 30 COMP ""}"
7898000000446;"{""VENLIFT OD 10MG 30 COMP ""}"
7898000000447;"{""SOGROYA 10MG 30 COMP NND""}"
7898000000448;"{""SUPRACORP 10MG 30 COMP ""}"
7898000000449;"{""HISTADIN 10MG 30 COMP ""}"
7898000000450;"{""CETONEO 10MG 30 COMP NEO""}"
7898000000451;"{""DROPROPIZINA 10MG 30 COMP ACH""}"
7898000000452;"{""CENEVIT 10MG 30 COMP ""}"
7898000000453;"{""MIRENA 10MG 30 COMP BAY""}"
7898000000454;"{""DESONIDA 10MG 30 COMP EMS""}"
7898000000455;"{""ZYTIGA 10MG 30 COMP JNS""}"
7898000000456;"{""LACLIZE 10MG 30 COMP AIR""}"
7898000000457;"{""NATUNECTAR 10MG 30 COMP NNC""}"
7898000000458;"{""CLOR DE AMBROXOL XAROPE 10MG 30 COMP GLO""}"
7898000000459;"{""TARFIC 10MG 30 COMP ""}"
7898000000460;"{""DEXCLORFENIRAMINA 10MG 30 COMP ""}"
7898000000461;"{""WEZENLA 10MG 30 COMP AMG""}"
7898000000462;"{""VAGI C 10MG 30 COMP ""}"
7898000000463;"{""LOSARTANA HIDROCLOROTIAZIDA 10MG 30 COMP BIO""}"
7898000000464;"{""NUTRILIFE 10MG 30 COMP ""}"
7898000000465;"{""LAMOTRIGINA 10MG 30 COMP EUR""}"
7898000000466;"{""GLIBENCLAMIDA 10MG 30 COMP MED""}"
7898000000467;"{""LINHOLEV 10MG 30 COMP LIL""}"
7898000000468;"{""CONCENTRIX 10MG 30 COMP LEG""}"
7898000000469;"{""HEMOPROCT 10MG 30 COMP BEL""}"
7898000000470;"{""FORGAS 10MG 30 COMP UNI""}"
7898000000471;"{""BIDRILAC 10MG 30 COMP ""}"
7898000000472;"{""HISCONGEX 10MG 30 COMP ""}"
7898000000473;"{""AGAFARMA 10MG 30 COMP ""}"
7898000000474;"{""GLARGILIN 10MG 30 COMP BBF""}"
7898000000475;"{""PICOPREP 10MG 30 COMP FER""}"
7898000000476;"{""METFORMINA 10MG 30 COMP ACR""}"
7898000000477;"{""MAL TRIMEBUTINA 10MG 30 COMP ""}"
7898000000478;"{""UNIFLU 10MG 30 COMP UNI""}"
7898000000479;"{""AEROLIN 10MG 30 COMP ""}"
7898000000480;"{""ISORDIL 10MG 30 COMP EMS""}"
7898000000481;"{""GELOL 10MG 30 COMP ""}"
7898000000482;"{""OFLOX 10MG 30 COMP ""}"
7898000000483;"{""SARRA 10MG 30 COMP SUN""}"
7898000000484;"{""FIBER MAIS 10MG 30 COMP ""}"
7898000000485;"{""NOVOCILIN 10MG 30 COMP ""}"
7898000000486;"{""ATENOLOL 10MG 30 COMP GER""}"
7898000000487;"{""BY SAMIA 10MG 30 COMP ""}"
7898000000488;"{""DICLOFENACO 10MG 30 COMP PRD""}"
7898000000489;"{""BRIXAG 10MG 30 COMP ""}"
7898000000490;"{""BENZETACIL 10MG 30 COMP ABB""}"
7898000000491;"{""EMSEXPECTOR 10MG 30 COMP EMS""}"
7898000000492;"{""EPITHELIZE 10MG 30 COMP ""}"
7898000000493;"{""AMOXICILINA CLAVULANATO 10MG 30 COMP PRD""}"
7898000000494;"{""CLOR DE TICLOPIDINA 10MG 30 COMP BIO""}"
7898000000495;"{""ENZYFOR 10MG 30 COMP ""}"
7898000000496;"{""CARVEDILOL 10MG 30 COMP NEO""}"
7898000000497;"{""LIPISTAT 10MG 30 COMP EMS""}"
7898000000498;"{""TG 10MG 30 COMP ""}"
7898000000499;"{""EBASTEL 10MG 30 COMP ""}"
7898000000500;"{""LASANDAY LA 10MG 30 COMP LSD""}"
7898000000501;"{""CIPIDE 10MG 30 COMP ACH""}"
7898000000502;"{""XANTCLER 10MG 30 COMP LAP""}"
7898000000503;"{""NUTRATA 10MG 30 COMP ""}"
7898000000504;"{""PREDSIGMA 10MG 30 COMP NVQ""}"
7898000000505;"{""NEOMISTATIN 10MG 30 COMP ""}"
7898000000506;"{""ULTIBRO 10MG 30 COMP NOV""}"
7898000000507;"{""GAMAX 10MG 30 COMP HEB""}"
7898000000508;"{""BETES 10MG 30 COMP EUR""}"
7898000000509;"{""ESTALIS 10MG 30 COMP ""}"
7898000000510;"{""ARTAG 10MG 30 COMP ""}"
7898000000511;"{""TRAMADON 10MG 30 COMP ""}"
7898000000512;"{""CLOR DE TRAZODONA 10MG 30 COMP ZYD""}"
7898000000513;"{""LITEE CALCIO 10MG 30 COMP ""}"
7898000000514;"{""ZYVALPREX 10MG 30 COMP ZYD""}"
7898000000515;"{""ENO 10MG 30 COMP ""}"
7898000000516;"{""ADV 10MG 30 COMP ""}"
7898000000517;"{""XALANOFT 10MG 30 COMP GBI""}"
7898000000518;"{""BETAMETASONA 10MG 30 COMP UNI""}"
7898000000519;"{""EFEXOR 10MG 30 COMP VIA""}"
7898000000520;"{""BENLYSTA 10MG 30 COMP GSK""}"
7898000000521;"{""RISEDRONATO SODICO 10MG 30 COMP EMS""}"
7898000000522;"{""DEXAMETASONA 10MG 30 COMP GEO""}"
7898000000523;"{""ATORVASTATINA 10MG 30 COMP 1FA""}"
7898000000524;"{""EMGALITY 10MG 30 COMP ELI""}"
7898000000525;"{""CANDESARTANA CIL HIDROCLOROTIAZIDA 10MG 30 COMP SDZ""}"
7898000000526;"{""MENOCOL 10MG 30 COMP ""}"
7898000000527;"{""ACIDO URSODESOXICOLICO 10MG 30 COMP ""}"
7898000000528;"{""VERTIGIUM 10MG 30 COMP ""}"
7898000000529;"{""PHARMASCIENCE 10MG 30 COMP ""}"
7898000000530;"{""LIBERFEM 10MG 30 COMP ""}"
7898000000531;"{""ENDOFER 10MG 30 COMP BIO""}"
7898000000532;"{""SANDIMMUN 10MG 30 COMP ""}"
7898000000533;"{""CARVEDILOL 10MG 30 COMP CIM""}"
7898000000534;"{""ANASTROLIBBS 10MG 30 COMP ""}"
7898000000535;"{""ONDANSETRONA 10MG 30 COMP PRD""}"
7898000000536;"{""VALSARTANA 10MG 30 COMP EUR""}"
7898000000537;"{""DIPR BETAMETASONA FOSF DIS BETAMETASONA 10MG 30 COMP EUR""}"
7898000000538;"{""BRONQUITOSS 10MG 30 COMP LEG""}"
7898000000539;"{""VERTIX 10MG 30 COMP ACH""}"
7898000000540;"{""ELATIUM 10MG 30 COMP ""}"
7898000000541;"{""APISFLORA 10MG 30 COMP AFL""}"
7898000000542;"{""CLOR DE TERBINAFINA 10MG 30 COMP PRD""}"
7898000000543;"{""CREVAGIN 10MG 30 COMP EUR""}"
7898000000544;"{""FLUIMICINA 10MG 30 COMP QUA""}"
7898000000545;"{""SELOZOK 10MG 30 COMP AZN""}"
7898000000546;"{""FLOGORAL 10MG 30 COMP ""}"
7898000000547;"{""OSSODRIN D 10MG 30 COMP ""}"
7898000000548;"{""DAIVOBET 10MG 30 COMP LEO""}"
7898000000549;"{""FASHION 10MG 30 COMP ""}"
7898000000550;"{""MAXIDRATE 10MG 30 COMP LIB""}"
7898000000551;"{""NEXFLEN 10MG 30 COMP LEG""}"
7898000000552;"{""TENOXICAM 10MG 30 COMP ""}"
7898000000553;"{""CLOR DE PROPAFENONA 10MG 30 COMP EUR""}"
7898000000554;"{""EPADOSE 10MG 30 COMP ""}"
7898000000555;"{""ZELIX 10MG 30 COMP MYR""}"
7898000000556;"{""AEROLIN 10MG 30 COMP GSK""}"
7898000000557;"{""DOSTINEX 10MG 30 COMP PFI""}"
7898000000558;"{""AMINILIV 10MG 30 COMP TEU""}"
7898000000559;"{""ADEFORTE 10MG 30 COMP ""}"
7898000000560;"{""AFETUS 10MG 30 COMP ""}"
7898000000561;"{""NITRATO DE BUTOCONAZOL 10MG 30 COMP NEO""}"
7898000000562;"{""ZYLORIC 10MG 30 COMP ""}"
7898000000563;"{""COGIT 10MG 30 COMP BIO""}"
7898000000564;"{""NUJOL 10MG 30 COMP HYP""}"
7898000000565;"{""MOTRAZ 10MG 30 COMP ""}"
7898000000566;"{""DONEPEZILA 10MG 30 COMP RAN""}"
7898000000567;"{""MEBEND 10MG 30 COMP ""}"
7898000000568;"{""BROMETO DE PINAVERIO 10MG 30 COMP EMS""}"
7898000000569;"{""SULMEL 10MG 30 COMP ""}"
7898000000570;"{""STAMARIL 10MG 30 COMP ""}"
7898000000571;"{""LOSARTANA HIDROCLOROTIAZIDA 10MG 30 COMP TEU""}"
7898000000572;"{""SUL DE NEOMICINA BACITRACINA 10MG 30 COMP PRD""}"
7898000000573;"{""NEORLY 10MG 30 COMP ""}"
7898000000574;"{""PASSARE 10MG 30 COMP GER""}"
7898000000575;"{""KIOS 10MG 30 COMP ""}"
7898000000576;"{""NITROFIGAN 10MG 30 COMP ""}"
7898000000577;"{""FLORATOX 10MG 30 COMP ""}"
7898000000578;"{""TRAMADEN 10MG 30 COMP ""}"
7898000000579;"{""DERMOCORTE 10MG 30 COMP EMS""}"
7898000000580;"{""DICLOR DE CETIRIZINA 10MG 30 COMP MED""}"
7898000000581;"{""GLOBO 10MG 30 COMP ""}"
7898000000582;"{""CORDAREX 10MG 30 COMP ACH""}"
7898000000583;"{""VAGIFEM 10MG 30 COMP ""}"
7898000000584;"{""SIMETICONA 10MG 30 COMP BEL""}"
7898000000585;"{""CETOC+BETAM+NEO. LR8 10MG 30 COMP LEG""}"
7898000000586;"{""LANSOPRAZOL CLARITROMICINA AMOXICILINA 10MG 30 COMP TEU""}"
7898000000587;"{""GUACOVITA 10MG 30 COMP ""}"
7898000000588;"{""ARIMIDEX 10MG 30 COMP ""}"
7898000000589;"{""CARVEDILOL 10MG 30 COMP ZYD""}"
7898000000590;"{""VITCLER 10MG 30 COMP ""}"
7898000000591;"{""AVVIO 10MG 30 COMP AVV""}"
7898000000592;"{""SEBO DE CARNEIRO 10MG 30 COMP ""}"
7898000000593;"{""DUELLE 10MG 30 COMP ZYD""}"
7898000000594;"{""LOREDON 10MG 30 COMP TOR""}"
7898000000595;"{""CLOR DE AMIODARONA 10MG 30 COMP MED""}"
7898000000596;"{""ARISTAB 10MG 30 COMP ACH""}"
7898000000597;"{""BENZOATO DE BENZILA 10MG 30 COMP ""}"
7898000000598;"{""TAMARETI 10MG 30 COMP ""}"
7898000000599;"{""INSIT 10MG 30 COMP ""}"
7898000000600;"{""NITRATO DE MICONAZOL 10MG 30 COMP NEO""}"
7898000000601;"{""TEFLAN 10MG 30 COMP UNI""}"
7898000000602;"{""XYLOCAINA 10MG 30 COMP AZN""}"
7898000000603;"{""RENOFORCE 10MG 30 COMP ""}"
7898000000604;"{""DIVELOL 10MG 30 COMP BAL""}"
7898000000605;"{""TRIAXON 10MG 30 COMP TEU""}"
7898000000606;"{""FENICOL 10MG 30 COMP NEO""}"
7898000000607;"{""ANGELIQ 10MG 30 COMP BAY""}"
7898000000608;"{""METILFENIDATO 10MG 30 COMP MD7""}"
7898000000609;"{""CLORETO DE MAGNESIO 10MG 30 COMP NUT""}"
7898000000610;"{""CLINDAMIN 10MG 30 COMP ""}"
7898000000611;"{""ENO 10MG 30 COMP HAL""}"
7898000000612;"{""MAXIFLOX 10MG 30 COMP CRI""}"
7898000000613;"{""ACEBROFILINA 10MG 30 COMP BIS""}"
7898000000614;"{""ELLURA 10MG 30 COMP ""}"
7898000000615;"{""XALACOM 10MG 30 COMP ""}"
7898000000616;"{""GASTROBEM 10MG 30 COMP ""}"
7898000000617;"{""PAZINE 10MG 30 COMP ""}"
7898000000618;"{""FUMARATO CETOTI 10MG 30 COMP ""}"
7898000000619;"{""DOMPERIDONA 10MG 30 COMP EUR""}"
7898000000620;"{""ALURAX 10MG 30 COMP MOM""}"
7898000000621;"{""FLUCISTEIN 10MG 30 COMP ""}"
7898000000622;"{""DESLORATADINA 10MG 30 COMP GER""}"
7898000000623;"{""VERRUX 10MG 30 COMP THE""}"
7898000000624;"{""CLOR DE TRAZODONA 10MG 30 COMP EUR""}"
7898000000625;"{""ABCLER 10MG 30 COMP AIR""}"
7898000000626;"{""GINESSE 10MG 30 COMP FRQ""}"
7898000000627;"{""INTOLIV 10MG 30 COMP ARE""}"
7898000000628;"{""BENOFLEX P 10MG 30 COMP ""}"
7898000000629;"{""MOTORE 10MG 30 COMP ""}"
7898000000630;"{""ESSENTIAL NUTRITION 10MG 30 COMP ""}"
7898000000631;"{""NIMESULIDA 10MG 30 COMP GLO""}"
7898000000632;"{""SUL DE HIDROXICLOROQUINA 10MG 30 COMP NEO""}"
7898000000633;"{""CREMEDERME 10MG 30 COMP CEL""}"
7898000000634;"{""DORIL 10MG 30 COMP HYP""}"
7898000000635;"{""NISULID 10MG 30 COMP ""}"
7898000000636;"{""ACECLOFENACO 10MG 30 COMP ZYD""}"
7898000000637;"{""BEXSERO 10MG 30 COMP GSK""}"
7898000000638;"{""EMBO 10MG 30 COMP BIO""}"
7898000000639;"{""BETOGENTA 10MG 30 COMP ""}"
7898000000640;"{""CETOTIFENO 10MG 30 COMP ""}"
7898000000641;"{""LACRIMA 10MG 30 COMP ALC""}"
7898000000642;"{""PROXACIN 10MG 30 COMP NEO""}"
7898000000643;"{""AMPLICTIL 10MG 30 COMP SNF""}"
7898000000644;"{""KLEYHERTZ 10MG 30 COMP ""}"
7898000000645;"{""ALBENDAZOL 10MG 30 COMP EMS""}"
7898000000646;"{""FITO BILOBA 10MG 30 COMP ""}"
7898000000647;"{""FLIXONASE 10MG 30 COMP ""}"
7898000000648;"{""SENEFLORA 10MG 30 COMP ""}"
7898000000649;"{""DIGESPRID 10MG 30 COMP NEO""}"
7898000000650;"{""VALTRIAN 10MG 30 COMP ""}"
7898000000651;"{""PROTENA 10MG 30 COMP PFS""}"
7898000000652;"{""ORALDRAT 10MG 30 COMP CIF""}"
7898000000653;"{""CLARISKIN 10MG 30 COMP KLE""}"
7898000000654;"{""SULFAMETOXAZOL 10MG 30 COMP ""}"
7898000000655;"{""REHIDRAZOL 10MG 30 COMP ""}"
7898000000656;"{""JUNEVE 10MG 30 COMP TKD""}"
7898000000657;"{""GABAPENTINA 10MG 30 COMP PHA""}"
7898000000658;"{""NEOLON D 10MG 30 COMP NEO""}"
7898000000659;"{""CIPRAMIL 10MG 30 COMP ""}"
7898000000660;"{""EXELRING 10MG 30 COMP EXE""}"
7898000000661;"{""RYBELSUS 10MG 30 COMP NND""}"
7898000000662;"{""SOFTGEL 10MG 30 COMP ""}"
7898000000663;"{""CIALIS 10MG 30 COMP ELI""}"
7898000000664;"{""ANDANTOL 10MG 30 COMP ""}"
7898000000665;"{""NOVORAPID 10MG 30 COMP ""}"
7898000000666;"{""SEDATIF 10MG 30 COMP ""}"
7898000000667;"{""LORATADINA 10MG 30 COMP VMD""}"
7898000000668;"{""ULTRAPROCT 10MG 30 COMP MOK""}"
7898000000669;"{""VIGADEXA 10MG 30 COMP ""}"
7898000000670;"{""CETOBETA 10MG 30 COMP ""}"
7898000000671;"{""OMEPRAZOL 10MG 30 COMP ""}"
7898000000672;"{""NISTATINA OXIDO DE ZINCO 10MG 30 COMP MED""}"
7898000000673;"{""PREDMICIN 10MG 30 COMP ""}"
7898000000674;"{""ADLYV 10MG 30 COMP ""}"
7898000000675;"{""TOTTI SL 10MG 30 COMP ""}"
7898000000676;"{""PROPRANOLOL 10MG 30 COMP GER""}"
7898000000677;"{""TODOC 10MG 30 COMP ""}"
7898000000678;"{""TRIFAMOX 10MG 30 COMP ""}"
7898000000679;"{""WARYZ 10MG 30 COMP ""}"
7898000000680;"{""DICLOR DE LEVOCETIRIZINA 10MG 30 COMP NEO""}"
7898000000681;"{""BENZOILMETRONIDAZOL 10MG 30 COMP PRD""}"
7898000000682;"{""ALMEIDAPRADO 10MG 30 COMP ""}"
7898000000683;"{""AMYTRIL 10MG 30 COMP ""}"
7898000000684;"{""CEFADROXILA 10MG 30 COMP ""}"
7898000000685;"{""SIMETICONA 10MG 30 COMP PRD""}"
7898000000686;"{""HIDRAFITO 10MG 30 COMP DOM""}"
7898000000687;"{""BRIXAG 10MG 30 COMP OFV""}"
7898000000688;"{""IMUNEVITTA CALCIO 10MG 30 COMP ""}"
7898000000689;"{""MELLERIL 10MG 30 COMP VAL""}"
7898000000690;"{""PLANTABEN 10MG 30 COMP ""}"
7898000000691;"{""APISJORDANS 10MG 30 COMP AJD""}"
7898000000692;"{""SEDOL 10MG 30 COMP CAZ""}"
7898000000693;"{""AFLEVIL 10MG 30 COMP ""}"
7898000000694;"{""SECNIDAZOL 10MG 30 COMP PHA""}"
7898000000695;"{""OSSOTRAT 10MG 30 COMP ""}"
7898000000696;"{""TIOCO TINIDAZOL 10MG 30 COMP EMS""}"
7898000000697;"{""DOMPERIDONA 10MG 30 COMP GER""}"
7898000000698;"{""NAUSEDRON 10MG 30 COMP CRI""}"
7898000000699;"{""ELOTIN 10MG 30 COMP ELO""}"
7898000000700;"{""ACARSAN 10MG 30 COMP ""}"
7898000000701;"{""MESILATO DE DOXAZOSINA 10MG 30 COMP GEO""}"
7898000000702;"{""AVICIS 10MG 30 COMP GAL""}"
7898000000703;"{""NIMESULIDA 10MG 30 COMP NVQ""}"
7898000000704;"{""OXALATO DE ESCITALOPRAM 10MG 30 COMP NOV""}"
7898000000705;"{""BICERTO 10MG 30 COMP ""}"
7898000000706;"{""SUPERHIST 10MG 30 COMP EUR""}"
7898000000707;"{""ONADYV 10MG 30 COMP ""}"
7898000000708;"{""ATIP XR 10MG 30 COMP ""}"
7898000000709;"{""MORATUS 10MG 30 COMP ""}"
7898000000710;"{""DRENATAN 10MG 30 COMP ""}"
7898000000711;"{""AZUKON MR 10MG 30 COMP TOR""}"
7898000000712;"{""EMSEXPECTOR 10MG 30 COMP ""}"
7898000000713;"{""DIMETICONA 10MG 30 COMP AIR""}"
7898000000714;"{""WELLVIN 10MG 30 COMP ""}"
7898000000715;"{""ZALERV 10MG 30 COMP ""}"
7898000000716;"{""STALEVO 10MG 30 COMP ""}"
7898000000717;"{""METRONIDAZOL 10MG 30 COMP EMS""}"
7898000000718;"{""NEOLEFRIN 10MG 30 COMP NEO""}"
7898000000719;"{""INZELM 10MG 30 COMP ""}"
7898000000720;"{""BALSAMOBENGUE 10MG 30 COMP ""}"
7898000000721;"{""MUSCULARE 10MG 30 COMP EUR""}"
7898000000722;"{""TOPERMA 10MG 30 COMP ""}"
7898000000723;"{""EZETROL 10MG 30 COMP ""}"
7898000000724;"{""ANTARA 10MG 30 COMP EUR""}"
7898000000725;"{""ROXFLAN 10MG 30 COMP ""}"
7898000000726;"{""SIBUTRAMINA 10MG 30 COMP ""}"
7898000000727;"{""SOCIAN 10MG 30 COMP SNF""}"
7898000000728;"{""COPAXONE 10MG 30 COMP TEV""}"
7898000000729;"{""BART H 10MG 30 COMP MOM""}"
7898000000730;"{""REPLAGAL 10MG 30 COMP TKD""}"
7898000000731;"{""CILOSTAZOL 10MG 30 COMP ""}"
7898000000732;"{""GELOOU 10MG 30 COMP ""}"
7898000000733;"{""DROSPIRENONA ETINILESTRADIOL 10MG 30 COMP NVQ""}"
7898000000734;"{""STILNOX 10MG 30 COMP ""}"
7898000000735;"{""TRIBULUS MACA PERU 10MG 30 COMP ""}"
7898000000736;"{""FLIXOTIDE 10MG 30 COMP GSK""}"
7898000000737;"{""SAN JULLY 10MG 30 COMP ""}"
7898000000738;"{""PREBICTAL 10MG 30 COMP ""}"
7898000000739;"{""CEFAGEL 10MG 30 COMP ""}"
7898000000740;"{""ACNEFIN 10MG 30 COMP ""}"
7898000000741;"{""NANCARE 10MG 30 COMP NES""}"
7898000000742;"{""ASEA 10MG 30 COMP HCT""}"
7898000000743;"{""NASOJET 10MG 30 COMP NAT""}"
7898000000744;"{""ENJOVIX FLASH 10MG 30 COMP ALT""}"
7898000000745;"{""TENOFTAL 10MG 30 COMP ""}"
7898000000746;"{""BIZO 10MG 30 COMP EUR""}"
7898000000747;"{""TRIANCINOLONA DE ACETONIDA 10MG 30 COMP EUR""}"
7898000000748;"{""DESLORATADINA 10MG 30 COMP EMS""}"
7898000000749;"{""TEUPANTOL 10MG 30 COMP TEU""}"
7898000000750;"{""NAUSILON B6 10MG 30 COMP ""}"
7898000000751;"{""FAXXA 10MG 30 COMP ""}"
7898000000752;"{""OCEAN DROP 10MG 30 COMP ""}"
7898000000753;"{""EXPECTOVIC 10MG 30 COMP AIR""}"
7898000000754;"{""MINAS 10MG 30 COMP MEL""}"
7898000000755;"{""MINTI 10MG 30 COMP ""}"
7898000000756;"{""MIOFIBRAX 10MG 30 COMP LEG""}"
7898000000757;"{""CALMAPAX 10MG 30 COMP CEL""}"
7898000000758;"{""PENVIR 10MG 30 COMP ""}"
7898000000759;"{""CORTICORTEN 10MG 30 COMP ""}"
7898000000760;"{""FLUIBRON 10MG 30 COMP CHI""}"
7898000000761;"{""BESILAPIN 10MG 30 COMP GEO""}"
7898000000762;"{""MONTELUCASTE 10MG 30 COMP BIS""}"
7898000000763;"{""ADVIPRO 10MG 30 COMP ""}"
7898000000764;"{""ZOMIG 10MG 30 COMP GRU""}"
7898000000765;"{""METFORMINA 10MG 30 COMP PRD""}"
7898000000766;"{""BALSAMO 10MG 30 COMP ""}"
7898000000767;"{""NITROFEN 10MG 30 COMP TEU""}"
7898000000768;"{""MEGAMEL 10MG 30 COMP ""}"
7898000000769;"{""ENIAGOR 10MG 30 COMP APS""}"
7898000000770;"{""IVEVI 10MG 30 COMP ""}"
7898000000771;"{""DEFB 10MG 30 COMP BIO""}"
7898000000772;"{""DELICY 10MG 30 COMP ""}"
7898000000773;"{""B TABLOCK 10MG 30 COMP ""}"
7898000000774;"{""PROMETAZOL 10MG 30 COMP HIP""}"
7898000000775;"{""BETROSPAM 10MG 30 COMP ""}"
7898000000776;"{""CETOCONAZOL 10MG 30 COMP GLO""}"
7898000000777;"{""OMEPRAZOL 10MG 30 COMP CIF""}"
7898000000778;"{""ELANI 10MG 30 COMP LIB""}"
7898000000779;"{""HEZO 10MG 30 COMP SPR""}"
7898000000780;"{""CEFABRINA 10MG 30 COMP ""}"
7898000000781;"{""REUPLAQ 10MG 30 COMP ""}"
7898000000782;"{""SERTRALINA 10MG 30 COMP BIS""}"
7898000000783;"{""NORFLOXACINO 10MG 30 COMP ""}"
7898000000784;"{""ESTRADOT 10MG 30 COMP ""}"
7898000000785;"{""BWELL 10MG 30 COMP ""}"
7898000000786;"{""HIPERPLUS 10MG 30 COMP HIP""}"
7898000000787;"{""DIENOGESTE 10MG 30 COMP EUR""}"
7898000000788;"{""NERVOCALM WP 10MG 30 COMP ""}"
7898000000789;"{""NASONEX 10MG 30 COMP MER""}"
7898000000790;"{""KNORTEX 10MG 30 COMP ""}"
7898000000791;"{""ALECENSA 10MG 30 COMP ROC""}"
7898000000792;"{""CLOMID 10MG 30 COMP MED""}"
7898000000793;"{""ACEBROFILINA 10MG 30 COMP ACH""}"
7898000000794;"{""NEEDS 10MG 30 COMP ""}"
7898000000795;"{""TITENIL 10MG 30 COMP GEO""}"
7898000000796;"{""MELDICA 10MG 30 COMP MDC""}"
7898000000797;"{""LANZOPEPT 10MG 30 COMP ""}"
7898000000798;"{""FLATOL 10MG 30 COMP ""}"
7898000000799;"{""CETOCONAZOL BETAMETASONA NEOMICINA 10MG 30 COMP MED""}"
7898000000800;"{""LEVOLUKAST 10MG 30 COMP ""}"
7898000000801;"{""GLYQUIN 10MG 30 COMP ""}"
7898000000802;"{""IMOSEC 10MG 30 COMP ""}"
7898000000803;"{""FLUXOLIV 10MG 30 COMP AIR""}"
7898000000804;"{""CANABIDIOL 10MG 30 COMP EAL""}"
7898000000805;"{""GELOFORT 10MG 30 COMP ""}"
7898000000806;"{""ABLOK PLUS 10MG 30 COMP BIO""}"
7898000000807;"{""FUROATMOMETASO 10MG 30 COMP NEO""}"
7898000000808;"{""GLAUTIMOL 10MG 30 COMP ""}"
7898000000809;"{""VERUTEX 10MG 30 COMP ""}"
7898000000810;"{""CALTREN 10MG 30 COMP ""}"
7898000000811;"{""VERSA 10MG 30 COMP ""}"
7898000000812;"{""ACIDO VALPROICO 10MG 30 COMP UNI""}"
7898000000813;"{""FASENRA 10MG 30 COMP ""}"
7898000000814;"{""DROPROPIZINA 10MG 30 COMP EUR""}"
7898000000815;"{""IBUPRIL 10MG 30 COMP ""}"
7898000000816;"{""ZETIA 10MG 30 COMP ""}"
7898000000817;"{""KIN 10MG 30 COMP ""}"
7898000000818;"{""KALIST 10MG 30 COMP ""}"
7898000000819;"{""PYVERM 10MG 30 COMP ""}"
7898000000820;"{""BALDONI 10MG 30 COMP ""}"
7898000000821;"{""UNYCA 10MG 30 COMP ""}"
7898000000822;"{""LORADINE 10MG 30 COMP TEU""}"
7898000000823;"{""ESCILEX 10MG 30 COMP ""}"
7898000000824;"{""APIARIO SUL DE MINAS 10MG 30 COMP ""}"
7898000000825;"{""ETIRA 10MG 30 COMP ""}"
7898000000826;"{""BOMVITAM 10MG 30 COMP ""}"
7898000000827;"{""APIXABANA 10MG 30 COMP ZYD""}"
7898000000828;"{""SYMDULOR SL 10MG 30 COMP ZOD""}"
7898000000829;"{""EXPECTUSS 10MG 30 COMP ""}"
7898000000830;"{""SILUSGEL 10MG 30 COMP AIR""}"
7898000000831;"{""CINARIZINA 10MG 30 COMP ""}"
7898000000832;"{""DORONA CAFI 10MG 30 COMP ""}"
7898000000833;"{""EMULVIT 10MG 30 COMP KES""}"
7898000000834;"{""LUTAB 10MG 30 COMP ACH""}"
7898000000835;"{""NOURIN 10MG 30 COMP ""}"
7898000000836;"{""FLUX SR 10MG 30 COMP BIO""}"
7898000000837;"{""COLACHOFRA 10MG 30 COMP EMS""}"
7898000000838;"{""IBUPROFENO 10MG 30 COMP VMD""}"
7898000000839;"{""LOPERAMIDA 10MG 30 COMP PHA""}"
7898000000840;"{""ALIVIGEN 10MG 30 COMP ""}"
7898000000841;"{""SERENUS 10MG 30 COMP ""}"
7898000000842;"{""LACTO PURGA 10MG 30 COMP ""}"
7898000000843;"{""PIDOMAG 10MG 30 COMP BAL""}"
7898000000844;"{""PEPSAMAR 10MG 30 COMP ""}"
7898000000845;"{""CURC 10MG 30 COMP MAN""}"
7898000000846;"{""ZARGUS 10MG 30 COMP ACH""}"
7898000000847;"{""APINIL 10MG 30 COMP ""}"
7898000000848;"{""LEMTRADA 10MG 30 COMP SNF""}"
7898000000849;"{""MELFORT 10MG 30 COMP ""}"
