COM ENTEROGERMINA (OPE)          | marca ENTEROGERMINA          (esp. ENTEROGERMINA (OPE)) | fab OPELLA                 (esp. OPELLA) | A07F MICROORGANISMOS ANTIDIARREICOS | ENTEROGERMINA OPE 10MG 30CPRS
COM BOLDO BEL                    | marca BEL                    (esp. BOLDO) | fab BEL FIX                (esp. BELFAR) | ERVA CHA | ERVA CHA BEL BOLDO COMPOSTO 30UN
COM NUTRIMAIS                    | marca NUTRIMAIS              (esp. NUTRIMAIS) | fab ALIM. NUTRIMAIS        (esp. NUTRIMAIS) | OUTRA CATEGORIA | COMP NUTRIMAIS COMPOSTO 30UN
COM AMORA MIURA                  | marca AMORA MIURA            (esp. AMORA MIURA) | fab EXPLEND NUTRACEUTICOS  (esp. HERBANATUS) | A07F MICROORGANISMOS ANTIDIARREICOS | AMORA MIURA 10MG 30CPRS
COM BOE                          | marca BOE                    (esp. BOE) | fab BOEHRINGER INGELHEIM   (esp. BOEHRINGER INGELHEIM) | OUTRA CATEGORIA | COMP BOE COMPOSTO 30UN
COM GUAMAX MUNE                  | marca OUTRA MARCA            (esp. GUAMAX) | fab OUTRO FABRICANTE       (esp. AROMA BEM ESTAR IND E COM DE PROD NATURAIS) | OUTRA CATEGORIA | GUAMAX COMPOSTO MUNE 30UN
COM BEM NUTRIR                   | marca BEM NUTRIR             (esp. BEM NUTRIR) | fab BEM NUTRIR             (esp. BEM NUTRIR) | OUTRA CATEGORIA | COMP BEM NUTRIR COMPOSTO 30UN
COM E CLER                       | marca OUTRA MARCA            (esp. E) | fab OUTRO FABRICANTE       (esp. BIOFHITUS) | OUTRA CATEGORIA | COMP COMPOSTO CLER 30UN
COM BUONA VITA                   | marca VITA                   (esp. BUONA) | fab VITA                   (esp. AGUA MINERAL LEVE LTDA) | OUTRA CATEGORIA | BUONA VITA COMPOSTO 30UN
COM FITOWAY FIW                  | marca FITOWAY                (esp. FITOWAY) | fab FITOWAY                (esp. FITOWAY) | OUTRA CATEGORIA | COMP FITOWAY COMPOSTO FIW 30UN
COM TOPWAY                       | marca TOPWAY                 (esp. TOPWAY) | fab TOPWAY NUTRITION       (esp. TOPWAY NUTRITION) | OUTRA CATEGORIA | COMP TOPWAY COMPOSTO 30UN
COM BEAUTY DRINK                 | marca BEAUTY DRINK           (esp. BEAUTY DRINK) | fab BEAUTY IN CIA          (esp. BEAUTY IN CIA) | DRINKS | DRINKS BEAUTY DRINK COMPOSTO 30UN
COM ATLHETICA NUTRITION          | marca ATLHETICA NUTRITION    (esp. ATLHETICA NUTRITION) | fab ATLHETICA NUTRITION    (esp. ATLHETICA NUTRITION) | OUTRA CATEGORIA | COMP ATLHETICA NUTRITION COMPOSTO 30UN
COM UNILIFE UNL                  | marca UNILIFE                (esp. UNILIFE) | fab UNILIFE                (esp. UNILIFE) | OUTRA CATEGORIA | COMP UNILIFE COMPOSTO UNL 30UN
COM HEPANEW                      | marca HEPANEW                (esp. HEPANEW) | fab HEPANEW                (esp. HEPANEW) | OUTRA CATEGORIA | COMP HEPANEW COMPOSTO 30UN
COM NUTRAFOL                     | marca NUTRAFOL               (esp. NUTRAFOL) | fab NUTRAFOL               (esp. NUTRAFOL) | OUTRA CATEGORIA | COMP NUTRAFOL COMPOSTO 30UN
COM FASHION FAS                  | marca FASHION                (esp. FASHION) | fab FASHION COSMETICOS     (esp. FASHION COSMETICOS) | OUTRA CATEGORIA | COMP FASHION COMPOSTO FAS 30UN
COM BMF                          | marca BMF                    (esp. BMF) | fab BMF VIT                (esp. BMF VIT) | OUTRA CATEGORIA | COMP BMF COMPOSTO 30UN
COM FLORA VIDA                   | marca FLORA                  (esp. FLORA) | fab FLORA PROD NATURAIS    (esp. FLORA VIDA) | A07F MICROORGANISMOS ANTIDIARREICOS | FLORA VIDA 10MG 30CPRS
COM VECTOR NUTRI                 | marca VECTOR NUTRI           (esp. VECTOR NUTRI) | fab VECTOR NUTRI           (esp. VECTOR NUTRI) | OUTRA CATEGORIA | COMP VECTOR NUTRI COMPOSTO 30UN
COM MUCK FORT                    | marca OUTRA MARCA            (esp. MUCK) | fab OUTRO FABRICANTE       (esp. NASCILAB) | OUTRA CATEGORIA | MUCK COMPOSTO FORT 30UN
COM CITRATO CALCIO FDC           | marca OUTRA MARCA            (esp. CITRATO CALCIO) | fab FDC VITAMINAS          (esp. SIN PROVEEDOR ASOCIADO) | A12A CALCIO | CITRATO CALCIO 10MG 30CPRS
COM BIOSTEVI                     | marca BIOSTEVI               (esp. BIOSTEVI) | fab BIOSTEVI PHARMA        (esp. BIOSTEVI PHARMA) | OUTRA CATEGORIA | COMP BIOSTEVI COMPOSTO 30UN
COM ESSENCIAL                    | marca ESSENCIAL              (esp. ESSENCIAL) | fab ESSENCIAL              (esp. ESSENCIAL) | OUTRA CATEGORIA | COMP ESSENCIAL COMPOSTO 30UN
COM SANATIVO SNT                 | marca SANATIVO               (esp. SANATIVO) | fab LAPERFI                (esp. SANATIVO) | OUTRA CATEGORIA | COMP SANATIVO COMPOSTO SNT 30UN
COM DOCTOR DAY                   | marca DOCTOR                 (esp. DOCTOR) | fab DOCTOR                 (esp. DOCTOR DAY) | OUTRA CATEGORIA | COMP DOCTOR COMPOSTO DAY 30UN
COM MODO ON                      | marca OUTRA MARCA            (esp. MODO) | fab OUTRO FABRICANTE       (esp. SUPRA ERVAS BEBIDAS) | OUTRA CATEGORIA | MODO COMPOSTO 30UN
COM EXX NUTRITION                | marca EXX NUTRITION          (esp. EXX NUTRITION) | fab EXX NUTRITION          (esp. EXX NUTRITION) | OUTRA CATEGORIA | COMP EXX NUTRITION COMPOSTO 30UN
COM DA FAZENDA                   | marca OUTRA MARCA            (esp. DA FAZENDA) | fab OUTRO FABRICANTE       (esp. DA FAZENDA) | OUTRA CATEGORIA | FAZENDA COMPOSTO 30UN
COM GALVUS MET NOV               | marca GALVUS                 (esp. GALVUS MET) | fab NOVARTIS               (esp. NOVARTIS) | A10N1 INIBIDOR DPP IV SOLO | GALVUS MET 10MG 30CPRS
COM MELFORT                      | marca MELFORT                (esp. MELFORT) | fab MELFORT                (esp. MELFORT) | OUTRA CATEGORIA | COMP MELFORT COMPOSTO 30UN
COM KARTTI                       | marca KARTTI                 (esp. KARTTI) | fab KARTTI                 (esp. KARTTI) | OUTRA CATEGORIA | COMP KARTTI COMPOSTO 30UN
COM REIDRAT GNN                  | marca REIDRAT                (esp. REIDRAT) | fab REIDRAT IND E COM DE PROD ALIM LTDA (esp. GREEN NUTRITION) | OUTRA CATEGORIA | COMP REIDRAT COMPOSTO GNN 30UN
COM NUTRAWAY                     | marca NUTRAWAY               (esp. NUTRAWAY) | fab NUTRAWAY               (esp. NUTRAWAY) | OUTRA CATEGORIA | COMP NUTRAWAY COMPOSTO 30UN
COM SOBRAL                       | marca SOBRAL                 (esp. SOBRAL) | fab THEODORO F SOBRAL E CIA (esp. THEODORO F SOBRAL E CIA) | OUTRA CATEGORIA | COMP SOBRAL COMPOSTO 30UN
COM SENE FIL                     | marca OUTRA MARCA            (esp. SENE) | fab OUTRO FABRICANTE       (esp. FILADELFIA ALIMENTOS) | ERVA CHA | ERVA CHA SENE COMPOSTO FIL 30UN
COM INDUSMED                     | marca INDUSMED               (esp. INDUSMED) | fab INDUSMED MEDICAMENTOS E SUPLEMENTOS (esp. INDUSMED MEDICAMENTOS E SUPLEMENTOS) | OUTRA CATEGORIA | COMP INDUSMED COMPOSTO 30UN
COM NUTRAVITTA                   | marca NUTRAVITTA             (esp. NUTRAVITTA) | fab FARMACIA SAO JOAO      (esp. SOROCAPS IND FARMACEUTICA) | A12C2 OUTROS SUPLEMENTOS MINERAIS | NUTRAVITTA 10MG 30CPRS
COM NATURASUL NAT                | marca NATURASUL              (esp. NATURASUL) | fab NATURASUL              (esp. NATURASUL) | OUTRA CATEGORIA | COMP NATURASUL COMPOSTO NATURAL 30UN
COM MARCFARMA                    | marca MARCFARMA              (esp. MARCFARMA) | fab MARCFARMA              (esp. MARCFARMA) | OUTRA CATEGORIA | COMP MARCFARMA COMPOSTO 30UN
COM LEDAL                        | marca LEDAL                  (esp. LEDAL) | fab LEDAL QUIMICA          (esp. LEDAL QUIMICA) | OUTRA CATEGORIA | COMP LEDAL COMPOSTO 30UN
COM WELLVIN                      | marca WELLVIN                (esp. WELLVIN) | fab WELLVIN ALIM.          (esp. WELLVIN ALIM.) | OUTRA CATEGORIA | COMP WELLVIN COMPOSTO 30UN
COM VITA FLORA                   | marca FLORA                  (esp. VITA FLORA) | fab VITA FLORA             (esp. VITA FLORA) | A07F MICROORGANISMOS ANTIDIARREICOS | FLORA 10MG 30CPRS
COM FLORA 7 ERVAS                | marca FLORA                  (esp. FLORA 7 ERVAS) | fab FLORA 7 ERVAS          (esp. FLORA 7 ERVAS) | A07F MICROORGANISMOS ANTIDIARREICOS | FLORA 10MG 30CPRS
COM HEBRON HEB                   | marca HEBRON                 (esp. HEBRON) | fab HEBRON                 (esp. HEBRON) | OUTRA CATEGORIA | COMP HEBRON COMPOSTO HEB 30UN
COM FLORA NATIVA FLN             | marca FLORA                  (esp. FLORA NATIVA) | fab FLORA NATIVA DO BRASIL (esp. FLORA NATIVA DO BRASIL) | A07F MICROORGANISMOS ANTIDIARREICOS | FLORA FLN 10MG 30CPRS
COM ALQUIMIA                     | marca ALQUIMIA               (esp. ALQUIMIA) | fab ALQUIMIA               (esp. ALQUIMIA) | OUTRA CATEGORIA | COMP ALQUIMIA COMPOSTO 30UN
COM TROPICAL                     | marca OUTRA MARCA            (esp. TROPICAL) | fab OUTRO FABRICANTE       (esp. TROPICAL CONDIMENTOS) | OUTRA CATEGORIA | TROPICAL COMPOSTO 30UN
COM NATUSDAY CALCIO MDK          | marca NATUSDAY CALCIO        (esp. NATUSDAY CALCIO) | fab LA SAN DAY PHARMA      (esp. LA SAN DAY) | A12A CALCIO | NATUSDAY CALCIO MDK 10MG 30CPRS
COM CONLIFE FAC                  | marca CONLIFE                (esp. CONLIFE) | fab FARMA CONDE            (esp. FARMA CONDE) | OUTRA CATEGORIA | COMP CONLIFE COMPOSTO FAC 30UN
COM UNIAO VEGETAL                | marca OUTRA MARCA            (esp. UNIAO VEGETAL) | fab OUTRO FABRICANTE       (esp. UNIAO VEGETAL) | TUBO E CONEXAO | UNIAO VEGETAL COMPOSTO 30UN
COM FAUNA E FLORA                | marca FAUNA E FLORA          (esp. FAUNA E FLORA) | fab FAUNA E FLORA          (esp. FAUNA E FLORA) | OUTRA CATEGORIA | COMP FAUNA E FLORA COMPOSTO 30UN
COM WOLFS                        | marca WOLFS                  (esp. WOLFS) | fab WOLFS                  (esp. APISNUTRI) | A12C2 OUTROS SUPLEMENTOS MINERAIS | WOLFS 10MG 30CPRS
COM INTEGRALMEDICA               | marca INTEGRALMEDICA         (esp. INTEGRALMEDICA) | fab INTEGRALMEDICA         (esp. INTEGRALMEDICA) | OUTRA CATEGORIA | COMP INTEGRALMEDICA COMPOSTO 30UN
COM MEGALABS MEG                 | marca MEGALABS               (esp. MEGALABS) | fab MEGALABS               (esp. MEGALABS) | OUTRA CATEGORIA | COMP MEGALABS COMPOSTO MEG 30UN
COM UP RISE                      | marca RISE                   (esp. UP) | fab OUTRO FABRICANTE       (esp. SIN PROVEEDOR ASOCIADO) | OUTRA CATEGORIA | COMP RISE COMPOSTO 30UN
COM REIDRAT                      | marca REIDRAT                (esp. REIDRAT) | fab REIDRAT IND E COM DE PROD ALIM LTDA (esp. REIDRAT IND E COM DE PROD ALIM LTDA) | OUTRA CATEGORIA | COMP REIDRAT COMPOSTO 30UN
COM BIOFHITUS                    | marca BIOFHITUS              (esp. BIOFHITUS) | fab BIOFHITUS              (esp. BIOFHITUS) | OUTRA CATEGORIA | COMP BIOFHITUS COMPOSTO 30UN
COM CALCIOCON D3 CONLIFE         | marca CALCIOCON              (esp. CALCIOCON D3 CONLIFE) | fab CONLIFE                (esp. MCG) | A12A CALCIO | CALCIOCON 10MG 30CPRS
COM REI DOS CONDIMENTOS          | marca REI DOS CONDIMENTOS    (esp. REI DOS CONDIMENTOS) | fab REI DOS CONDIMENTOS    (esp. REI DOS CONDIMENTOS) | OUTRA CATEGORIA | COMP REI DOS CONDIMENTOS COMPOSTO 30UN
COM RN                           | marca OUTRA MARCA            (esp. RN) | fab OUTRO FABRICANTE       (esp. RN SUPLEMENTOS) | OUTRA CATEGORIA | COMP COMPOSTO 30UN
COM NATURALHELF                  | marca NATURALHELF            (esp. NATURALHELF) | fab NATURALHELF            (esp. NATURALHELF) | OUTRA CATEGORIA | COMP NATURALHELF COMPOSTO 30UN
COM CLORETO DE MAGNESIO          | marca CLORETO DE MAGNESIO    (esp. CLORETO DE MAGNESIO) | fab BENNE FARMACEUTICA     (esp. NOVA QUIMICA) | A12C1 MAGNESIO | CLORETO DE MAGNESIO 10MG 30CPRS
COM THERAPI THR                  | marca THERAPI                (esp. THERAPI) | fab THERAPI                (esp. THERAPI) | OUTRA CATEGORIA | COMP THERAPI COMPOSTO THR 30UN
COM PONTO DAS ERVAS              | marca PONTO DAS ERVAS        (esp. PONTO DAS ERVAS) | fab PONTO DAS ERVAS        (esp. PONTO DAS ERVAS) | OUTRA CATEGORIA | COMP PONTO DAS ERVAS COMPOSTO 30UN
COM SUPRAERVAS                   | marca SUPRAERVAS             (esp. SUPRAERVAS) | fab SUPRAERVAS             (esp. SUPRAERVAS) | OUTRA CATEGORIA | COMP SUPRAERVAS COMPOSTO 30UN
COM MONTEVERDE NPA NPA           | marca MONTEVERDE             (esp. MONTEVERDE NPA) | fab NATULAB                (esp. NATULAB) | A07G REPOSITORES ELECTROLITICOS ORAIS | MONTEVERDE 10MG 30CPRS
COM FIXA-CAL                     | marca OUTRA MARCA            (esp. FIXA-CAL) | fab OUTRO FABRICANTE       (esp. VITAMED) | MATERIAL OUTROS | FIXA CAL COMPOSTO 30UN
COM RAIA RDF                     | marca RAIA                   (esp. RAIA) | fab RAIA DROGASIL SA       (esp. RAIA DROGASIL SA) | OUTRA CATEGORIA | COMP RAIA COMPOSTO RDF 30UN
COM NATUNECTAR NNC               | marca NATUNECTAR             (esp. NATUNECTAR) | fab NATUNECTAR             (esp. NATUNECTAR) | OUTRA CATEGORIA | COMP NATUNECTAR COMPOSTO NNC 30UN
COM OSS-FOR                      | marca OSS                    (esp. OSS-FOR) | fab CIFARMA                (esp. CIFARMA) | A12A CALCIO | OSS FOR 10MG 30CPRS
COM DOLOMITA COM VITAMINA C      | marca DOLOMITA               (esp. DOLOMITA COM VITAMINA C) | fab HERBAMED               (esp. DUOM) | A12A CALCIO | DOLOMITA COM VITAMINA 10MG 30CPRS
COM MULTINATURE                  | marca MULTINATURE            (esp. MULTINATURE) | fab MULTINATURE            (esp. MULTINATURE) | OUTRA CATEGORIA | COMP MULTINATURE COMPOSTO 30UN
COM CARBONATO DE CALCIO + VIT.D3 IMC | marca CARBONATO DE CALCIO    (esp. CARBONATO DE CALCIO + VIT.D3) | fab QUIMIDROL              (esp. SIN PROVEEDOR ASOCIADO) | A12A CALCIO | CARBONATO DE CALCIO VIT IMC 10MG 30CPRS
COM UNIFABRA                     | marca UNIFABRA               (esp. UNIFABRA) | fab UNIFABRA               (esp. UNIFABRA) | OUTRA CATEGORIA | COMP UNIFABRA COMPOSTO 30UN
COM ARREBITE                     | marca ARREBITE               (esp. ARREBITE) | fab ARREBITE               (esp. ARREBITE) | OUTRA CATEGORIA | COMP ARREBITE COMPOSTO 30UN
COM NUTRENDS                     | marca NUTRENDS               (esp. NUTRENDS) | fab NUTRENDS               (esp. NUTRENDS) | OUTRA CATEGORIA | COMP NUTRENDS COMPOSTO 30UN
COM AMORA EUR                    | marca OUTRA MARCA            (esp. AMORA) | fab OUTRO FABRICANTE       (esp. EUROFARMA) | AMORA | AMORA COMPOSTO EUR 30UN
COM PRATI SAL PRD                | marca OUTRA MARCA            (esp. PRATI SAL) | fab OUTRO FABRICANTE       (esp. PRATI DONADUZZI) | SAL COMUM | SAL COMUM PRATI COMPOSTO PRD 30UN
COM BR BOOM                      | marca BOOM                   (esp. BR) | fab OUTRO FABRICANTE       (esp. BEBIDAS GRASSI) | OUTRA CATEGORIA | COMP BOOM COMPOSTO 30UN
COM NATUSER                      | marca NATUSER                (esp. NATUSER) | fab NATUSER                (esp. NATUSER) | OUTRA CATEGORIA | COMP NATUSER COMPOSTO 30UN
COM MAALOX (OPE)                 | marca MAALOX                 (esp. MAALOX (OPE)) | fab OPELLA                 (esp. OPELLA) | A02A6 ANTIACIDOS COM OUTROS FARMACOS | MAALOX OPE 10MG 30CPRS
COM DULCOGAS (OPE)               | marca DULCOGAS               (esp. DULCOGAS (OPE)) | fab OPELLA                 (esp. OPELLA) | A02A2 ANTIFISETICOS PUROS | DULCOGAS OPE 10MG 30CPRS
COM SETE ERVAS                   | marca OUTRA MARCA            (esp. SETE ERVAS) | fab OUTRO FABRICANTE       (esp. SETE ERVAS) | OUTRA CATEGORIA | SETE ERVAS COMPOSTO 30UN
COM PHARMASCIENCE                | marca PHARMASCIENCE          (esp. PHARMASCIENCE) | fab PHARMASCIENCE          (esp. PHARMASCIENCE) | OUTRA CATEGORIA | COMP PHARMASCIENCE COMPOSTO 30UN
COM NOVO NORDISK                 | marca NOVO NORDISK           (esp. NOVO NORDISK) | fab NOVO NORDISK           (esp. NOVO NORDISK) | OUTRA CATEGORIA | COMP NOVO NORDISK COMPOSTO 30UN
COM TNT                          | marca OUTRA MARCA            (esp. TNT) | fab OUTRO FABRICANTE       (esp. GRUPO PETROPOLIS) | ENERGETICO | ENERG TNT COMPOSTO 30UN
COM HERBAMED HMD                 | marca HERBAMED               (esp. HERBAMED) | fab HERBAMED               (esp. HERBAMED) | OUTRA CATEGORIA | COMP HERBAMED COMPOSTO HMD 30UN
COM MACROPHYTUS                  | marca MACROPHYTUS            (esp. MACROPHYTUS) | fab MACROPHYTUS            (esp. MACROPHYTUS) | OUTRA CATEGORIA | COMP MACROPHYTUS COMPOSTO 30UN
COM PFIZER                       | marca PFIZER                 (esp. PFIZER) | fab PFIZER                 (esp. PFIZER) | OUTRA CATEGORIA | COMP PFIZER COMPOSTO 30UN
COM SANOFI                       | marca SANOFI                 (esp. SANOFI) | fab SANOFI FARMACEUTICA    (esp. SANOFI FARMACEUTICA) | OUTRA CATEGORIA | COMP SANOFI COMPOSTO 30UN
COM EVER CARE                    | marca CARE                   (esp. EVER) | fab CARE                   (esp. GRUPO DPSP LAB) | OUTRA CATEGORIA | EVER CARE COMPOSTO 30UN
COM ZYDUS NIKKHO                 | marca ZYDUS NIKKHO           (esp. ZYDUS NIKKHO) | fab ZYDUS BRASIL           (esp. ZYDUS BRASIL) | OUTRA CATEGORIA | COMP ZYDUS NIKKHO COMPOSTO 30UN
COM PANVEL VITA                  | marca PANVEL                 (esp. PANVEL) | fab GRUPO PANVEL           (esp. GRUPO PANVEL) | OUTRA CATEGORIA | COMP PANVEL COMPOSTO VITA 30UN
COM FDC FDC                      | marca FDC                    (esp. FDC) | fab FDC VITAMINAS          (esp. FDC VITAMINAS) | OUTRA CATEGORIA | COMP FDC COMPOSTO 30UN
COM LAFARE                       | marca OUTRA MARCA            (esp. LAFARE) | fab OUTRO FABRICANTE       (esp. LAFARE) | OUTRA CATEGORIA | LAFARE COMPOSTO 30UN
COM FITOWAY                      | marca FITOWAY                (esp. FITOWAY) | fab FITOWAY                (esp. FITOWAY) | OUTRA CATEGORIA | COMP FITOWAY COMPOSTO 30UN
COM TEUTO                        | marca TEUTO                  (esp. TEUTO) | fab TEUTO                  (esp. TEUTO) | OUTRA CATEGORIA | COMP TEUTO COMPOSTO 30UN
COM REHIDRAT SPR                 | marca REHIDRAT               (esp. REHIDRAT) | fab SUPERA                 (esp. EUROFARMA) | A07G REPOSITORES ELECTROLITICOS ORAIS | REHIDRAT 10MG 30CPRS
