barcode;descriptions
7899000000417;"{""DESLAC 10MG 30 COMP MAX""}"
7899000000418;"{""METADOXIL 10MG 30 COMP BAL""}"
7899000000419;"{""CLOR DE PIOGLITAZONA 10MG 30 COMP NVQ""}"
7899000000420;"{""PIOMI 10MG 30 COMP MYR""}"
7899000000421;"{""LANZOPEPT 10MG 30 COMP GEO""}"
7899000000422;"{""FLEXENEMA 10MG 30 COMP AIR""}"
7899000000423;"{""ESOMEPRAZOL 10MG 30 COMP LEG""}"
7899000000424;"{""LENEMA 10MG 30 COMP NAT""}"
7899000000425;"{""DIASEC 10MG 30 COMP SDZ""}"
7899000000426;"{""GLIBENCLAMIDA 10MG 30 COMP MDQ""}"
7899000000427;"{""PROHN 10MG 30 COMP ACH""}"
7899000000428;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP BIO""}"
7899000000429;"{""DAUF 10MG 30 COMP PAG""}"
7899000000430;"{""AGLUCOSE 10MG 30 COMP BRA""}"
7899000000431;"{""AC URSODESOXICOLICO 10MG 30 COMP EMS""}"
7899000000432;"{""GLICENIX 10MG 30 COMP GLO""}"
7899000000433;"{""NOVOPEN 10MG 30 COMP NND""}"
7899000000434;"{""PANTOPRAZOL 10MG 30 COMP LEG""}"
7899000000435;"{""OLEO 10MG 30 COMP CIM""}"
7899000000436;"{""CLOR DE METFORMINA 10MG 30 COMP GEO""}"
7899000000437;"{""ADMUC 10MG 30 COMP BIO""}"
7899000000438;"{""GLIBENCLAMIDA 10MG 30 COMP EMS""}"
7899000000439;"{""INVOKANA 10MG 30 COMP KEN""}"
7899000000440;"{""ESPASMO FLATOL 10MG 30 COMP EMS""}"
7899000000441;"{""IMECALCIO 10MG 30 COMP IME""}"
7899000000442;"{""CRONOPLEX 10MG 30 COMP UNI""}"
7899000000443;"{""ESCOPEN 10MG 30 COMP PHA""}"
7899000000444;"{""PLESONAX 10MG 30 COMP NEO""}"
7899000000445;"{""DOVALLE 10MG 30 COMP DOV""}"
7899000000446;"{""SANDOZ 10MG 30 COMP SDZ""}"
7899000000447;"{""LACTULOSE 10MG 30 COMP NTX""}"
7899000000448;"{""MAGNOSTASE 10MG 30 COMP NEO""}"
7899000000449;"{""LACLAZE 10MG 30 COMP ASS""}"
7899000000450;"{""CLOR DE ONDANSETRONA 10MG 30 COMP GEO""}"
7899000000451;"{""VILDAGLIPTINA 10MG 30 COMP RAN""}"
7899000000452;"{""ENZILAC 10MG 30 COMP FRQ""}"
7899000000453;"{""LACTULOSE 10MG 30 COMP BIO""}"
7899000000454;"{""HEPATOVIT 10MG 30 COMP VMD""}"
7899000000455;"{""REHIDRABEN 10MG 30 COMP MMT""}"
7899000000456;"{""MECOBE 10MG 30 COMP MYR""}"
7899000000457;"{""MESALAZINA 10MG 30 COMP PRD""}"
7899000000458;"{""GLIBENCLAMIDA 10MG 30 COMP CIM""}"
7899000000459;"{""EMPAGLIFLOZINA 10MG 30 COMP MDQ""}"
7899000000460;"{""HUMAPEN 10MG 30 COMP HUM""}"
7899000000461;"{""DISPETIC 10MG 30 COMP ACH""}"
7899000000462;"{""GLICEL 10MG 30 COMP BRS""}"
7899000000463;"{""DAPAGLIFLOZINA 10MG 30 COMP LEG""}"
7899000000464;"{""LABORATORIO CATARINENSE 10MG 30 COMP CAT""}"
7899000000465;"{""DOMPERIDONA 10MG 30 COMP RAN""}"
7899000000466;"{""HIDRADOSE 10MG 30 COMP BFT""}"
7899000000467;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP ACH""}"
7899000000468;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP EMS""}"
7899000000469;"{""SUPRABIO 10MG 30 COMP CAT""}"
7899000000470;"{""NATZ 10MG 30 COMP RDF""}"
7899000000471;"{""BALSAMO 10MG 30 COMP CAT""}"
7899000000472;"{""LIQUIDZ 10MG 30 COMP ""}"
7899000000473;"{""GASTROBEM 10MG 30 COMP NAT""}"
7899000000474;"{""CLOR DE METFORMINA 10MG 30 COMP VMD""}"
7899000000475;"{""LANSOPRAZOL 10MG 30 COMP NVQ""}"
7899000000476;"{""DAPAGLIFLOZINA 10MG 30 COMP NVQ""}"
7899000000477;"{""PRATIPRAZOL 10MG 30 COMP PRD""}"
7899000000478;"{""GLIMEPIRIDA 10MG 30 COMP EMS""}"
7899000000479;"{""PANVEL 10MG 30 COMP ""}"
7899000000480;"{""CISTOP 10MG 30 COMP ""}"
7899000000481;"{""KRESS 10MG 30 COMP KRE""}"
7899000000482;"{""POLYDRAT 10MG 30 COMP PHC""}"
7899000000483;"{""CLOR DE ONDANSETRONA 10MG 30 COMP BLA""}"
7899000000484;"{""SIMETICONA 10MG 30 COMP MUL""}"
7899000000485;"{""BIOPRO 10MG 30 COMP ASS""}"
7899000000486;"{""PANTOPRAZOL 10MG 30 COMP NVQ""}"
7899000000487;"{""ONDRAU 10MG 30 COMP GEO""}"
7899000000488;"{""RB 10MG 30 COMP ""}"
7899000000489;"{""FLORAB 10MG 30 COMP CIF""}"
7899000000490;"{""GLUCOVANCE 10MG 30 COMP MER""}"
7899000000491;"{""LACTOLINEA 10MG 30 COMP CIM""}"
7899000000492;"{""DIMEZIN 10MG 30 COMP TEU""}"
7899000000493;"{""NAUSEDRON 10MG 30 COMP CRI""}"
7899000000494;"{""SITAGLIPTINA 10MG 30 COMP NEO""}"
7899000000495;"{""DAPLYS 10MG 30 COMP BRA""}"
7899000000496;"{""DIGESTIL 10MG 30 COMP TEU""}"
7899000000497;"{""MAGNALIV 10MG 30 COMP MYR""}"
7899000000498;"{""FORFIGC 10MG 30 COMP EUR""}"
7899000000499;"{""CIMEGRIPE 10MG 30 COMP CIM""}"
7899000000500;"{""FLORATIL 10MG 30 COMP MER""}"
7899000000501;"{""ALCACHOFRAX 10MG 30 COMP CAT""}"
7899000000502;"{""OMEPRAZOL 10MG 30 COMP NEO""}"
7899000000503;"{""GELMAX 10MG 30 COMP EMS""}"
7899000000504;"{""LIQUID 10MG 30 COMP IV""}"
7899000000505;"{""SOFTOL 10MG 30 COMP ARE""}"
7899000000506;"{""FLACODIN 10MG 30 COMP VDO""}"
7899000000507;"{""LOZEPREL 10MG 30 COMP MUL""}"
7899000000508;"{""LANSOPRAZOL 10MG 30 COMP GER""}"
7899000000509;"{""VONSET 10MG 30 COMP UNI""}"
7899000000510;"{""TRIMEBUTINA 10MG 30 COMP LEG""}"
7899000000511;"{""TEUTOZOL 10MG 30 COMP TEU""}"
7899000000512;"{""LACTOCARE 10MG 30 COMP KLE""}"
7899000000513;"{""DROXAINE 10MG 30 COMP MEG""}"
7899000000514;"{""SIMETICONA 10MG 30 COMP CAT""}"
7899000000515;"{""DIMETICONA 10MG 30 COMP AIR""}"
7899000000516;"{""BLUMEL 10MG 30 COMP HYP""}"
7899000000517;"{""MIRACALCIO 10MG 30 COMP GEO""}"
7899000000518;"{""VILDAGLIPTINA 10MG 30 COMP PHA""}"
7899000000519;"{""HIDROXIDO DE ALUMINIO 10MG 30 COMP AIR""}"
7899000000520;"{""CANDITRAT 10MG 30 COMP TEU""}"
7899000000521;"{""CLOR DE METOCLOPRAMIDA 10MG 30 COMP TEU""}"
7899000000522;"{""SORALYT 10MG 30 COMP SOB""}"
7899000000523;"{""MUD 10MG 30 COMP MOM""}"
7899000000524;"{""ULTRA 10MG 30 COMP FINE""}"
7899000000525;"{""DICAZID 10MG 30 COMP PHA""}"
7899000000526;"{""GOOD 10MG 30 COMP VIT""}"
7899000000527;"{""ARTENATIVA 10MG 30 COMP ART""}"
7899000000528;"{""APISFLORA 10MG 30 COMP AFL""}"
7899000000529;"{""DOMPERIDONA 10MG 30 COMP LEG""}"
7899000000530;"{""REGULACTO 10MG 30 COMP ASS""}"
7899000000531;"{""REIDRABETTER 10MG 30 COMP ""}"
7899000000532;"{""SIMETICON 10MG 30 COMP KLE""}"
7899000000533;"{""ENJOVIX FLASH 10MG 30 COMP ALT""}"
7899000000534;"{""LISTOGAS 10MG 30 COMP BIO""}"
7899000000535;"{""ESMOG 10MG 30 COMP EMS""}"
7899000000536;"{""SIMETICONA 10MG 30 COMP RDF""}"
7899000000537;"{""MYCOLIN 10MG 30 COMP KEN""}"
7899000000538;"{""INTESTIN 10MG 30 COMP GLO""}"
7899000000539;"{""ONCICREM A 10MG 30 COMP GEO""}"
7899000000540;"{""IFAL 10MG 30 COMP IFA""}"
7899000000541;"{""BENEFIBER 10MG 30 COMP GSK""}"
7899000000542;"{""BRASTERAPICA 10MG 30 COMP BRS""}"
7899000000543;"{""ELPRAZOL 10MG 30 COMP PHA""}"
7899000000544;"{""TAMARETI 10MG 30 COMP KLE""}"
7899000000545;"{""HIDROXIDO 10MG 30 COMP AIR""}"
7899000000546;"{""PROTEFIGAN 10MG 30 COMP HEZ""}"
7899000000547;"{""LUFREE 10MG 30 COMP UNF""}"
7899000000548;"{""ASTRAZENECA 10MG 30 COMP AZN""}"
7899000000549;"{""OMEPRAZOL 10MG 30 COMP PHA""}"
7899000000550;"{""MICROBIX 10MG 30 COMP APS""}"
7899000000551;"{""OMEPRAZOL 10MG 30 COMP MUL""}"
7899000000552;"{""PHILLIPS 10MG 30 COMP ASP""}"
7899000000553;"{""CULTURELLE 10MG 30 COMP CIF""}"
7899000000554;"{""CATARINENSE 10MG 30 COMP ""}"
7899000000555;"{""AFTANAX 10MG 30 COMP AIR""}"
7899000000556;"{""LATOLISE 10MG 30 COMP MAN""}"
7899000000557;"{""NISTAMAX 10MG 30 COMP NAT""}"
7899000000558;"{""NOURKRIN 10MG 30 COMP ""}"
7899000000559;"{""ZIPROL 10MG 30 COMP BAL""}"
7899000000560;"{""ALUMIMAX 10MG 30 COMP NAT""}"
7899000000561;"{""GUTTALAX 10MG 30 COMP OPE""}"
7899000000562;"{""DOMPERIDONA 10MG 30 COMP NVQ""}"
7899000000563;"{""LAXENOL 10MG 30 COMP NAT""}"
7899000000564;"{""DORSPAN 10MG 30 COMP EMS""}"
7899000000565;"{""ENEMED 10MG 30 COMP HEZ""}"
7899000000566;"{""ONDANSETRONA 10MG 30 COMP RAN""}"
7899000000567;"{""URSODESOXICOLICO 10MG 30 COMP BIO""}"
7899000000568;"{""ZEROGLUT 10MG 30 COMP UNI""}"
7899000000569;"{""PIOGLITAZONA 10MG 30 COMP TEU""}"
7899000000570;"{""MAL TRIMEBUTINA 10MG 30 COMP EUR""}"
7899000000571;"{""NAUSILON B6 10MG 30 COMP CIF""}"
7899000000572;"{""LANZ 10MG 30 COMP EMS""}"
7899000000573;"{""SIMETICONA 10MG 30 COMP EUR""}"
7899000000574;"{""VIVACITA 10MG 30 COMP PRO""}"
7899000000575;"{""NEOLYTE 10MG 30 COMP NEO""}"
7899000000576;"{""DIGEDRAT 10MG 30 COMP MED""}"
7899000000577;"{""REDRALITE 10MG 30 COMP KRE""}"
7899000000578;"{""BENEGRIP 10MG 30 COMP HYP""}"
7899000000579;"{""PREVCAL 10MG 30 COMP MDK""}"
7899000000580;"{""LIPOMAX 10MG 30 COMP FRQ""}"
7899000000581;"{""NATUCLER 10MG 30 COMP NLF""}"
7899000000582;"{""ONDAVON 10MG 30 COMP NEO""}"
7899000000583;"{""SILUSGEL 10MG 30 COMP AIR""}"
7899000000584;"{""SITAGLIPTINA 10MG 30 COMP RAN""}"
7899000000585;"{""VALDA 10MG 30 COMP EUR""}"
7899000000586;"{""LACTOBEM 10MG 30 COMP CAT""}"
7899000000587;"{""PROUR 10MG 30 COMP BIO""}"
7899000000588;"{""MOTIRIDONA 10MG 30 COMP MUL""}"
7899000000589;"{""BILIPLEX 10MG 30 COMP ECF""}"
7899000000590;"{""UNIQMED 10MG 30 COMP ""}"
7899000000591;"{""STELARA 10MG 30 COMP JNS""}"
7899000000592;"{""ESPASLIT DUO 10MG 30 COMP GEO""}"
7899000000593;"{""FLORABAC 10MG 30 COMP KLE""}"
7899000000594;"{""ORALZ 10MG 30 COMP BIO""}"
7899000000595;"{""SIMETICONA 10MG 30 COMP MDQ""}"
7899000000596;"{""NATCOFARMA 10MG 30 COMP ""}"
7899000000597;"{""GLIMEPIRIDA 10MG 30 COMP GEO""}"
7899000000598;"{""LACTULAXY 10MG 30 COMP AIR""}"
7899000000599;"{""LISADOR 10MG 30 COMP MAN""}"
7899000000600;"{""ALMEIDA PRADO 10MG 30 COMP ALM""}"
7899000000601;"{""ESOMEPRAZOL MAG 10MG 30 COMP NEO""}"
7899000000602;"{""DUCODIL 10MG 30 COMP CIM""}"
7899000000603;"{""DAONIL 10MG 30 COMP SNF""}"
7899000000604;"{""GOULART 10MG 30 COMP ""}"
7899000000605;"{""ULTRACLER 10MG 30 COMP ""}"
7899000000606;"{""LACBI 10MG 30 COMP EUR""}"
7899000000607;"{""MESALAZINA 10MG 30 COMP LEG""}"
7899000000608;"{""UNIPHAR 10MG 30 COMP UNP""}"
7899000000609;"{""LISON 10MG 30 COMP CIF""}"
7899000000610;"{""SITAGLIP 10MG 30 COMP SDZ""}"
7899000000611;"{""EXPLEND 10MG 30 COMP ""}"
7899000000612;"{""DIMEFTAL 10MG 30 COMP GEO""}"
7899000000613;"{""GLIBENCLAMIDA 10MG 30 COMP PRD""}"
7899000000614;"{""GLICEFOR 10MG 30 COMP GEO""}"
7899000000615;"{""HIDRACT NEXTER 10MG 30 COMP ""}"
7899000000616;"{""NATIVITA 10MG 30 COMP NTV""}"
7899000000617;"{""PRIMIA 10MG 30 COMP CAT""}"
7899000000618;"{""SALICETIL 10MG 30 COMP BRS""}"
7899000000619;"{""ADV 10MG 30 COMP ADV""}"
7899000000620;"{""SIMETICONA 10MG 30 COMP NVQ""}"
7899000000621;"{""H BACTER 10MG 30 COMP CIF""}"
7899000000622;"{""ALCACHOFRA 10MG 30 COMP NAT""}"
7899000000623;"{""ACETONIDA DE TRIANCINOLONA 10MG 30 COMP GEO""}"
7899000000624;"{""FARMAX 10MG 30 COMP FAM""}"
7899000000625;"{""PROTENA 10MG 30 COMP ACH""}"
7899000000626;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP LEG""}"
7899000000627;"{""LIVIOBACC 10MG 30 COMP ECF""}"
7899000000628;"{""HELYDRA 10MG 30 COMP ECF""}"
7899000000629;"{""DAPFLOW 10MG 30 COMP EMS""}"
7899000000630;"{""BENDCAL 10MG 30 COMP K2""}"
7899000000631;"{""ECOFITUS 10MG 30 COMP ECF""}"
7899000000632;"{""BIOFHITUS 10MG 30 COMP BFT""}"
7899000000633;"{""FORASTOR 10MG 30 COMP UNI""}"
7899000000634;"{""SANOFIAVENTIS 10MG 30 COMP SNF""}"
7899000000635;"{""LACTANON 10MG 30 COMP NVQ""}"
7899000000636;"{""HIDRAFITO 10MG 30 COMP DOM""}"
7899000000637;"{""SENARETI 10MG 30 COMP NEO""}"
7899000000638;"{""DIGESIGMA 10MG 30 COMP NVQ""}"
7899000000639;"{""FOSFATO DE SITAGLIPTINA 10MG 30 COMP NEO""}"
7899000000640;"{""NEPRAZOL 10MG 30 COMP CIM""}"
7899000000641;"{""BIOPANTOVIT 10MG 30 COMP ""}"
7899000000642;"{""CAPVIT 10MG 30 COMP ""}"
7899000000643;"{""PARIET 10MG 30 COMP CEL""}"
7899000000644;"{""BENEFLORA 10MG 30 COMP BIO""}"
7899000000645;"{""GEOVIT 10MG 30 COMP A2F""}"
7899000000646;"{""LAXSOTRIN 10MG 30 COMP CAT""}"
7899000000647;"{""LANSOPRAZOL 10MG 30 COMP MED""}"
7899000000648;"{""SOBE12 10MG 30 COMP ""}"
7899000000649;"{""OLEO MINERAL 10MG 30 COMP IME""}"
7899000000650;"{""FRUSALT 10MG 30 COMP CIM""}"
7899000000651;"{""ADVITIL 10MG 30 COMP KRE""}"
7899000000652;"{""SILARYM 10MG 30 COMP MYR""}"
7899000000653;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP GER""}"
7899000000654;"{""SIMETICONA 10MG 30 COMP PRD""}"
7899000000655;"{""OMEPRAZOL 10MG 30 COMP CIF""}"
7899000000656;"{""NANCARE 10MG 30 COMP NES""}"
7899000000657;"{""SINTAFLAT 10MG 30 COMP GLO""}"
7899000000658;"{""LAXOL 10MG 30 COMP DDT""}"
7899000000659;"{""CLORIDRATO DE ONDANSETRONA 10MG 30 COMP PRD""}"
7899000000660;"{""RESFRIMUNE 10MG 30 COMP FRH""}"
7899000000661;"{""OSTEOFIX D 10MG 30 COMP NAT""}"
7899000000662;"{""SIMETICONA 10MG 30 COMP SDZ""}"
7899000000663;"{""FLORAMAIS 10MG 30 COMP MAX""}"
7899000000664;"{""ENTOMAC 10MG 30 COMP INR""}"
7899000000665;"{""EUPEPT 10MG 30 COMP CIF""}"
7899000000666;"{""NERVAMIN 10MG 30 COMP PRD""}"
7899000000667;"{""VILDAGLIPTINA 10MG 30 COMP NEO""}"
7899000000668;"{""HIDRORAL 10MG 30 COMP ADV""}"
7899000000669;"{""REHYDRON 10MG 30 COMP SPN""}"
7899000000670;"{""ZINQUA 10MG 30 COMP AIR""}"
7899000000671;"{""VITAMINA D3 10MG 30 COMP BIO""}"
7899000000672;"{""PRAZOL 10MG 30 COMP MED""}"
7899000000673;"{""ADV 10MG 30 COMP TAY""}"
7899000000674;"{""FIGEST 10MG 30 COMP BFT""}"
7899000000675;"{""AFTIKE 10MG 30 COMP KRE""}"
7899000000676;"{""BROMOPRIDA 10MG 30 COMP LEG""}"
7899000000677;"{""GLIMEPIRIDA 10MG 30 COMP PRD""}"
7899000000678;"{""SEMEBETTER 10MG 30 COMP PAG""}"
7899000000679;"{""ESGRILAX 10MG 30 COMP ""}"
7899000000680;"{""ENDORUS 10MG 30 COMP HEB""}"
7899000000681;"{""CLOR DE METFORMINA 10MG 30 COMP MUL""}"
7899000000682;"{""GLIMEPIRIDA 10MG 30 COMP GER""}"
7899000000683;"{""OPELLA HEALTHCARE 10MG 30 COMP ""}"
7899000000684;"{""ANTIAZIL 10MG 30 COMP KRE""}"
7899000000685;"{""COLOMETIN 10MG 30 COMP ""}"
7899000000686;"{""REGULAX FIBRAS 10MG 30 COMP ""}"
7899000000687;"{""BROMOPRIDA 10MG 30 COMP ACH""}"
7899000000688;"{""HEPALINA 10MG 30 COMP ""}"
7899000000689;"{""POSDRINK 10MG 30 COMP CAT""}"
7899000000690;"{""ENTYVIO 10MG 30 COMP TKD""}"
7899000000691;"{""MAXINUTRI 10MG 30 COMP MAX""}"
7899000000692;"{""PAGUE MENOS 10MG 30 COMP ""}"
7899000000693;"{""PANVEL 10MG 30 COMP PVL""}"
7899000000694;"{""GLUTEZYM 10MG 30 COMP MAX""}"
7899000000695;"{""FORGAS 10MG 30 COMP UNI""}"
7899000000696;"{""INIBILIP 10MG 30 COMP BIO""}"
7899000000697;"{""KATIGUA 10MG 30 COMP NTL""}"
7899000000698;"{""FLORALON 10MG 30 COMP CIF""}"
7899000000699;"{""MEG ERVAS 10MG 30 COMP ""}"
7899000000700;"{""ACIDO URSODESOXICOLICO 10MG 30 COMP BIO""}"
7899000000701;"{""DAKTARIN 10MG 30 COMP KEN""}"
7899000000702;"{""LASANDAY 10MG 30 COMP LA""}"
7899000000703;"{""CLOR DE SIBUTRAMINA 10MG 30 COMP NVQ""}"
7899000000704;"{""LIMONADA 10MG 30 COMP NAT""}"
7899000000705;"{""SIMETICONA 10MG 30 COMP BIS""}"
7899000000706;"{""4 FLEX 10MG 30 COMP CEL""}"
7899000000707;"{""GLICERILAX 10MG 30 COMP BEL""}"
7899000000708;"{""DESAFTAN 10MG 30 COMP KLE""}"
7899000000709;"{""HIDROTEN 10MG 30 COMP BEL""}"
7899000000710;"{""BROMOPRIDA 10MG 30 COMP CIM""}"
7899000000711;"{""FORTVIGOR 10MG 30 COMP ""}"
7899000000712;"{""CLOR DE ONDANSETRONA 10MG 30 COMP PRD""}"
7899000000713;"{""AFFER 10MG 30 COMP BIO""}"
7899000000714;"{""LACLEV 10MG 30 COMP HER""}"
7899000000715;"{""HIDRAHEALTH 10MG 30 COMP HEL""}"
7899000000716;"{""NEUCLOZ 10MG 30 COMP ACH""}"
7899000000717;"{""CALCIUM MAXX 10MG 30 COMP MDK""}"
7899000000718;"{""REFLUBEN 10MG 30 COMP ""}"
7899000000719;"{""ABBOTT 10MG 30 COMP ""}"
7899000000720;"{""OLEO 10MG 30 COMP LBR""}"
7899000000721;"{""LACTULIFE 10MG 30 COMP NAT""}"
7899000000722;"{""GLIBENCLAMIDA 10MG 30 COMP MED""}"
7899000000723;"{""GEYER 10MG 30 COMP GEY""}"
7899000000724;"{""LACLIZE 10MG 30 COMP AIR""}"
7899000000725;"{""CLOR DE METFORMINA 10MG 30 COMP EMS""}"
7899000000726;"{""GLIBENCLAMIDA 10MG 30 COMP GEO""}"
7899000000727;"{""EPADOSE 10MG 30 COMP ""}"
7899000000728;"{""FLATICONA 10MG 30 COMP BEL""}"
7899000000729;"{""MOVINAU 10MG 30 COMP NAT""}"
7899000000730;"{""BIOSINTETICA 10MG 30 COMP ""}"
7899000000731;"{""NUTRATA 10MG 30 COMP ""}"
7899000000732;"{""JALAPA 10MG 30 COMP JAL""}"
7899000000733;"{""BROMOPRIDA 10MG 30 COMP NTV""}"
7899000000734;"{""CLOR DE METOCLOPRAMIDA 10MG 30 COMP BEL""}"
7899000000735;"{""VHITA 10MG 30 COMP ""}"
7899000000736;"{""ASPEN 10MG 30 COMP ""}"
7899000000737;"{""MDK BRASIL 10MG 30 COMP ""}"
7899000000738;"{""GASTROLIV 10MG 30 COMP CIF""}"
7899000000739;"{""VILDAGLIPTINA 10MG 30 COMP NTC""}"
7899000000740;"{""COCCULINE 10MG 30 COMP BRN""}"
7899000000741;"{""COLUJET 10MG 30 COMP CIM""}"
7899000000742;"{""AQUALITE 10MG 30 COMP NTB""}"
7899000000743;"{""VITER C 10MG 30 COMP NAT""}"
7899000000744;"{""FIXIDRAT 10MG 30 COMP LIF""}"
7899000000745;"{""BROMOPRIDA 10MG 30 COMP NVQ""}"
7899000000746;"{""BROMOPRIDA 10MG 30 COMP UNI""}"
7899000000747;"{""OSTEON ARTRO 10MG 30 COMP ""}"
7899000000748;"{""AKYNZEO 10MG 30 COMP UTM""}"
7899000000749;"{""SIMEBETTER 10MG 30 COMP ""}"
7899000000750;"{""OLEO 10MG 30 COMP RIO""}"
7899000000751;"{""LOCTULIV 10MG 30 COMP LEG""}"
7899000000752;"{""GUARAMIL 10MG 30 COMP KLE""}"
7899000000753;"{""ALUMIMEC 10MG 30 COMP IME""}"
7899000000754;"{""GLICONIL 10MG 30 COMP MDQ""}"
7899000000755;"{""UNIAO QUIMICA 10MG 30 COMP ""}"
7899000000756;"{""NOINTOX 10MG 30 COMP CIF""}"
7899000000757;"{""PEDHIDRAT 10MG 30 COMP ART""}"
7899000000758;"{""VOMISTOP 10MG 30 COMP MDQ""}"
7899000000759;"{""ALCAGEST 10MG 30 COMP AIR""}"
7899000000760;"{""SUPRACORP 10MG 30 COMP CAT""}"
7899000000761;"{""ORALDRAT 10MG 30 COMP CIF""}"
7899000000762;"{""HBACTER 10MG 30 COMP CIF""}"
7899000000763;"{""LANSO+CLARITR+AMOXICILINA 10MG 30 COMP CIF""}"
7899000000764;"{""LUFTY 10MG 30 COMP AIR""}"
7899000000765;"{""SIMETICONA 10MG 30 COMP GER""}"
7899000000766;"{""FLOGORAL 10MG 30 COMP ACH""}"
7899000000767;"{""REGULAX 10MG 30 COMP ECF""}"
7899000000768;"{""GLIMEPIRIDA 10MG 30 COMP SDZ""}"
7899000000769;"{""MICOSTALAB 10MG 30 COMP MUL""}"
7899000000770;"{""NEVRALGEX 10MG 30 COMP CIM""}"
7899000000771;"{""BUSCOVERAN 10MG 30 COMP UNI""}"
7899000000772;"{""OSSO-PRO 10MG 30 COMP ""}"
7899000000773;"{""VONAUGASMAX 10MG 30 COMP BIO""}"
7899000000774;"{""NATURELEV 10MG 30 COMP KRE""}"
7899000000775;"{""FABRAZYME 10MG 30 COMP SNF""}"
7899000000776;"{""PANTOPRAZOL 10MG 30 COMP SDZ""}"
7899000000777;"{""BIOCALCIO 10MG 30 COMP BFT""}"
7899000000778;"{""VITALLYFOR 10MG 30 COMP ""}"
7899000000779;"{""CLORETO DE MAGNESIO 10MG 30 COMP NUT""}"
7899000000780;"{""CALCIO 10MG 30 COMP MDK""}"
7899000000781;"{""BUKRU 10MG 30 COMP ""}"
7899000000782;"{""CULTILIFE 10MG 30 COMP AIR""}"
7899000000783;"{""GLICOMET 10MG 30 COMP VMD""}"
7899000000784;"{""ALCACHOFRA 10MG 30 COMP HER""}"
7899000000785;"{""ESSENTIAL NUTRITION 10MG 30 COMP ""}"
7899000000786;"{""LAXETTE 10MG 30 COMP BIO""}"
7899000000787;"{""SULFADIAZINA DE PRATA 10MG 30 COMP ""}"
7899000000788;"{""VITAMINA D3 10MG 30 COMP UNI""}"
7899000000789;"{""VITALITABS 10MG 30 COMP ""}"
7899000000790;"{""AMARGO 10MG 30 COMP ""}"
7899000000791;"{""HIDRASIM 10MG 30 COMP MAS""}"
7899000000792;"{""BENNE 10MG 30 COMP ""}"
7899000000793;"{""LACTO 10MG 30 COMP CIF""}"
7899000000794;"{""LAPON 10MG 30 COMP LAP""}"
7899000000795;"{""PRANFIGALDO 10MG 30 COMP HEN""}"
7899000000796;"{""NAUSICALM B6 10MG 30 COMP UNI""}"
7899000000797;"{""HELYDRA 10MG 30 COMP ""}"
7899000000798;"{""BROMOPRIDA 10MG 30 COMP VMD""}"
7899000000799;"{""FLORPLEX 10MG 30 COMP AIR""}"
7899000000800;"{""GLIBENCLAMIDA 10MG 30 COMP GER""}"
7899000000801;"{""CURCUFLEX 10MG 30 COMP ""}"
7899000000802;"{""PANTOPAZ 10MG 30 COMP SDZ""}"
7899000000803;"{""EPAZIL 10MG 30 COMP ""}"
7899000000804;"{""ATIVDAY 10MG 30 COMP ""}"
7899000000805;"{""GASTRIUM 10MG 30 COMP ACH""}"
7899000000806;"{""ALGI ARTICULAR 10MG 30 COMP ""}"
7899000000807;"{""REYDRAT 10MG 30 COMP HRP""}"
7899000000808;"{""GLICAMIN 10MG 30 COMP GEO""}"
7899000000809;"{""TRIANCINOLONA ACETONIDA 10MG 30 COMP CIM""}"
7899000000810;"{""SENEBEN 10MG 30 COMP AIR""}"
7899000000811;"{""PROFIG 10MG 30 COMP NTV""}"
7899000000812;"{""DOMPGRAN 10MG 30 COMP ""}"
7899000000813;"{""NUTRI WEALTH 10MG 30 COMP ""}"
7899000000814;"{""AFCALM 10MG 30 COMP AVR""}"
7899000000815;"{""CEKLIN 10MG 30 COMP ""}"
7899000000816;"{""GASTRIMEC 10MG 30 COMP IME""}"
7899000000817;"{""SENEFLORA 10MG 30 COMP KLE""}"
7899000000818;"{""HIDRATEEE 10MG 30 COMP PRE""}"
7899000000819;"{""POWERCORP 10MG 30 COMP CAT""}"
7899000000820;"{""DROGASIL 10MG 30 COMP RDF""}"
7899000000821;"{""DAMATER OSTEO 10MG 30 COMP ""}"
7899000000822;"{""QUALYNUTRI 10MG 30 COMP ""}"
7899000000823;"{""VITACEKLIN 10MG 30 COMP ""}"
7899000000824;"{""GOLD VITAM 10MG 30 COMP ""}"
7899000000825;"{""ALKAGEL 10MG 30 COMP EMS""}"
7899000000826;"{""GELATINA 10MG 30 COMP BNT""}"
7899000000827;"{""SIMETICONA 10MG 30 COMP LEG""}"
7899000000828;"{""LAXOLAC 10MG 30 COMP KLE""}"
7899000000829;"{""SUPRIDAY 10MG 30 COMP ""}"
7899000000830;"{""XANTCLER 10MG 30 COMP LAP""}"
7899000000831;"{""DACTIL 10MG 30 COMP SNF""}"
7899000000832;"{""FLORAINTESTIN 10MG 30 COMP ""}"
7899000000833;"{""FLORALIV 10MG 30 COMP FAM""}"
7899000000834;"{""ARDRAK 10MG 30 COMP ""}"
